column,row,GT_kg_id,GT_kg_label,label
0,11,Q6722,Carl Friedrich Gauss,Carl Friedrich Gauss
0,17,Q29193,Johann Peter Gustav Lejeune Dirichlet,Gustav Peter Lejeune Dirichlet
0,8,Q76641,Felix Klein,C. Felix Klein
0,7,Q77203,Ferdinand von Lindemann,C. L. Ferdinand Lindemann
0,20,Q80222,Joseph-Louis Lagrange,Joseph Louis Lagrange
0,13,Q61813,Abraham Gotthelf Kästner,Abraham Gotthelf Kaestner
0,9,Q57561,Julius Plücker,Julius Pl?cker
0,3,Q635373,Harry Kesten,Harry Kesten
0,23,Q122392,Jacob Bernoulli,Jacob Bernoulli
0,22,Q227897,Johann Bernoulli,Johann Bernoulli
0,12,Q77361,Johann Friedrich Pfaff,Johann Friedrich Pfaff
0,6,Q41585,David Hilbert,David Hilbert
0,24,Q707143,Martin Ohm,Martin Ohm
0,5,Q226072,Hugo Steinhaus,Hugo Steinhaus
0,21,Q7604,Leonhard Euler,Leonhard Euler
0,19,Q8772,Joseph Fourier,Jean-Baptiste Fourier
0,18,Q190772,Siméon Denis Poisson,Simeon Denis Poisson
0,4,Q736380,Mark Kac,Mark Kac
0,14,Q91657,Christian August Hausen,Christian August Hausen
0,16,Q77322,Rudolf Lipschitz,Rudolf Lipschitz
0,10,Q72995,Christian Ludwig Gerling,Christian Ludwig Gerling
0,25,Q72538,Karl Christian von Langsdorf,Karl Christian von Langsdorf
