column,row,GT_kg_id,GT_kg_label,label
1,162,Q7206132,Poa cusickii,Poa cusickii
1,14,Q2267775,Andropogon hallii,Andropogon hallii
1,125,Q6538093,Leymus innovatus,Leymus innovatus
1,136,Q6933051,Muhlenbergia cuspidata,Muhlenbergia cuspidata
1,60,Q1953433,Carex lenticularis,Carex lenticularis var. dolia
1,28,Q4543400,Bouteloua eriopoda,Bouteloua eriopoda
1,18,Q4790974,Aristida purpurea,Aristida purpurea
1,141,Q6933068,Muhlenbergia richardsonis,Muhlenbergia richardsonis
1,94,Q5384819,Eragrostis lehmanniana,Eragrostis lehmanniana
1,129,Q6706702,Luzula hitchcockii,Luzula hitchcockii
1,182,Q7579241,Sporobolus compositus,Sporobolus compositus
1,151,Q2715047,Cenchrus ciliaris,Pennisetum ciliare
1,92,Q5384814,Eragrostis curvula,Eragrostis curvula
1,46,Q5018380,Calamagrostis purpurascens,Calamagrostis purpurascens
1,81,Q3013802,Distichlis spicata,Distichlis spicata
1,56,Q428085,Carex geyeri,Carex geyeri
1,70,Q158918,Cladium mariscus,Cladium jamaicense
1,117,Q6311837,Juncus castaneus,Juncus castaneus
1,16,Q309785,Andropogon virginicus,Andropogon virginicus
1,66,Q5039128,Carex saxatilis,Carex saxatilis
1,43,Q5018360,Calamagrostis canadensis,Calamagrostis canadensis
1,122,Q6534221,Leucopoa kingii,Leucopoa kingii
1,93,Q5384818,Eragrostis intermedia,Eragrostis intermedia
1,175,Q162253,Scolochloa,Scolochloa festucacea
1,180,Q978311,Spartina pectinata,Spartina pectinata
1,121,Q159962,Koeleria macrantha,Koeleria macrantha
1,31,Q162214,Bromus carinatus,Bromus carinatus var. carinatus
1,1,Q4673853,Achnatherum lettermanii,Achnatherum lettermanii
1,51,Q158522,Carex chordorrhiza,Carex chordorrhiza
1,77,Q159722,Deschampsia cespitosa,Deschampsia cespitosa
1,37,Q163230,Bromus madritensis,Bromus madritensis
1,107,Q5445878,Festuca thurberi,Festuca thurberi
1,124,Q6538091,Leymus cinereus,Leymus cinereus
1,83,Q159020,Eleocharis palustris,Eleocharis palustris
1,156,Q7204736,Hilaria jamesii,Pleuraphis jamesii
1,186,Q7579254,Sporobolus wrightii,Sporobolus wrightii
1,91,Q5368494,Elymus trachycaulus,Elymus trachycaulus
1,20,Q161114,Arundo donax,Arundo donax
1,177,Q3046578,Sorghastrum nutans,Sorghastrum nutans
1,7,Q4118139,Agropyron desertorum,Agropyron desertorum
1,115,Q693409,Imperata cylindrica,Imperata cylindrica
1,25,Q4948660,Bothriochloa barbinodis,Bothriochloa barbinodis
1,55,Q5039089,Carex garberi,Carex garberi
1,120,Q160504,Kobresia simpliciuscula,Kobresia simpliciuscula
1,10,Q160352,Agrostis scabra,Agrostis scabra
1,165,Q7254045,Psathyrostachys juncea,Psathyrostachys juncea
1,67,Q15615554,Carex stricta,Carex stricta
1,155,Q1536008,Phyllostachys aurea,Phyllostachys aurea
1,168,Q161791,Festuca pratensis,Schedonorus pratensis
1,74,Q629146,Danthonia intermedia,Danthonia intermedia
1,158,Q7204738,Hilaria rigida,Pleuraphis rigida
1,176,Q858360,Sorghum halepense,Sorghum halepense
1,171,Q15628951,Schoenoplectus acutus,Schoenoplectus acutus
1,99,Q5445867,Festuca arizonica,Festuca arizonica
1,85,Q5368479,Elymus canadensis,Elymus canadensis
1,154,Q1976487,Phragmites,Phragmites australis
1,128,Q161722,Lolium perenne,Lolium perenne
1,187,Q3837887,Taeniatherum caput-medusae,Taeniatherum caput-medusae
1,106,Q5445876,Festuca subulata,Festuca subulata
1,181,Q7165401,Sporobolus airoides,Sporobolus airoides
1,89,Q5368486,Elymus macrourus,Elymus macrourus
1,108,Q15296074,Hesperostipa comata,Hesperostipa comata
1,118,Q6311898,Juncus roemerianus,Juncus roemerianus
1,19,Q3757710,Aristida stricta,Aristida stricta
1,166,Q2827251,Pseudoroegneria spicata,Pseudoroegneria spicata
1,4,Q15507171,Stipa speciosa,Achnatherum speciosa
1,6,Q578005,Agropyron cristatum,Agropyron cristatum
1,188,Q164788,Trichophorum alpinum,Trichophorum alpinum
1,196,Q7165063,Vulpia octoflora,Vulpia octoflora
1,98,Q157337,Festuca,Festuca altaica
1,61,Q4338349,Carex livida,Carex livida
1,13,Q663311,Andropogon gerardii,Andropogon gerardii
1,86,Q5368480,Elymus elymoides,Elymus elymoides
1,8,Q4694276,Agrostis exarata,Agrostis exarata
1,5,Q4673862,Achnatherum thurberianum,Achnatherum thurberianum
1,169,Q3013856,Schizachyrium scoparium,Schizachyrium scoparium
1,161,Q159258,Poa compressa,Poa compressa
1,72,Q161735,Dactylis glomerata,Dactylis glomerata
1,40,Q164128,Bromus tectorum,Bromus tectorum
1,33,Q4973782,Bromus ciliatus,Bromus ciliatus
1,59,Q2938524,Carex inops,Carex inops subsp. inops
1,87,Q5368482,Elymus glaucus,Elymus glaucus
1,183,Q7579242,Sporobolus cryptandrus,Sporobolus cryptandrus
1,192,Q3549978,Uniola paniculata,Uniola paniculata
1,15,Q2267173,Andropogon ternarius,Andropogon ternarius
1,174,Q159018,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani
1,137,Q6933057,Muhlenbergia glomerata,Muhlenbergia glomerata
1,111,Q13919612,Hilaria belangeri,Hilaria belangeri
1,58,Q2938524,Carex inops,Carex inops subsp. heliophila
1,48,Q159025,Carex aquatilis,Carex aquatilis
1,65,Q157924,Carex rostrata,Carex rostrata
1,131,Q6707434,Lycurus setosus,Lycurus setosus
1,116,Q160502,Juncus balticus,Juncus balticus
1,194,Q7943577,Vulpia microstachys,Vulpia microstachys
1,78,Q5263750,Deschampsia elongata,Deschampsia elongata
1,105,Q159702,Festuca rubra,Festuca rubra
1,41,Q13895920,Bromus vulgaris,Bromus vulgaris
1,75,Q5221221,Danthonia spicata,Danthonia spicata
1,149,Q276897,Paspalum distichum,Paspalum distichum
1,138,Q6933061,Muhlenbergia montana,Muhlenbergia montana
1,112,Q158110,Holcus lanatus,Holcus lanatus
1,21,Q2866037,Arundinaria gigantea,Arundinaria gigantea
1,100,Q5445865,Festuca californica,Festuca californica
1,45,Q5018375,Calamagrostis montanensis,Calamagrostis montanensis
1,159,Q7206129,Poa arida,Poa arida
1,143,Q6967601,Nassella viridula,Nassella viridula
1,163,Q147783,Poa pratensis,Poa pratensis
1,193,Q7900798,Urochloa mutica,Urochloa mutica
1,153,Q256508,Timothy-grass,Phleum pratense
1,32,Q162214,Bromus carinatus,Bromus carinatus var. marginatus
1,62,Q5039118,Carex pensylvanica,Carex pensylvanica
1,127,Q157883,Lolium multiflorum,Lolium multiflorum
1,97,Q5389471,Eriophorum viridicarinatum,Eriophorum viridi-carinatum
1,52,Q2938485,Carex concinna,Carex concinna
1,90,Q276262,Elymus repens,Elymus repens
1,150,Q2517725,Pascopyrum,Pascopyrum smithii
1,95,Q5385537,Eremochloa ophiuroides,Eremochloa ophiuroides
1,9,Q27835,Agrostis gigantea,Agrostis gigantea
1,113,Q161883,Hordeum jubatum,Hordeum jubatum
1,148,Q1466543,Panicum virgatum,Panicum virgatum
1,69,Q159254,Carex vaginata,Carex vaginata
1,3,Q4673858,Achnatherum richardsonii,Achnatherum richardsonii
1,39,Q163230,Bromus madritensis,Bromus rubens
1,103,Q2406529,Festuca idahoensis,Festuca idahoensis
1,42,Q143816,Buchloe dactyloides,Buchloe dactyloides
1,109,Q3134721,Hesperostipa spartea,Hesperostipa spartea
1,47,Q2933450,Calamagrostis rubescens,Calamagrostis rubescens
1,26,Q4950432,Bouteloua barbata,Bouteloua barbata
1,135,Q1073621,Miscanthus sinensis,Miscanthus sinensis
1,2,Q4673854,Achnatherum nelsonii,Achnatherum nelsonii
1,172,Q7431973,Schoenoplectus americanus,Schoenoplectus americanus
1,145,Q7131131,Panicum hemitomon,Panicum hemitomon
1,71,Q208705,Cynodon hirsutus,Cynodon dactylon
1,160,Q159237,Poa bulbosa,Poa bulbosa
1,173,Q3475475,Schoenoplectus subterminalis,Schoenoplectus subterminalis
1,50,Q159177,Carex capitata,Carex capitata
1,0,Q3046572,Achnatherum hymenoides,Achnatherum hymenoides
1,179,Q3492753,Spartina patens,Spartina patens
1,123,Q13928234,Leymus ambiguus,Leymus ambiguus
1,49,Q598076,Carex bigelowii,Carex bigelowii
1,139,Q6933063,Muhlenbergia porteri,Muhlenbergia porteri
1,84,Q5359226,Eleocharis rostellata,Eleocharis rostellata
1,57,Q2938524,Carex inops,Carex inops
1,24,Q4939020,Bolboschoenus robustus,Bolboschoenus robustus
1,146,Q5900564,Hopia obtusa,Panicum obtusum
1,80,Q5276226,Digitaria californica,Digitaria californica
1,88,Q5368485,Elymus lanceolatus,Elymus lanceolatus
1,189,Q7841363,Tridens muticus,Tridens muticus
1,64,Q2938638,Carex rossii,Carex rossii
1,190,Q146572,Typha angustifolia,Typha angustifolia
1,35,Q159066,Bromus inermis,Bromus inermis
1,54,Q5039090,Carex filifolia,Carex filifolia
1,30,Q4950438,Bouteloua hirsuta,Bouteloua hirsuta
1,126,Q42691428,Leymus salina,Leymus salinus
1,73,Q5221220,Danthonia compressa,Danthonia compressa
1,144,Q13426501,Neyraudia reynaudiana,Neyraudia reynaudiana
1,133,Q6812536,Melinis minutiflora,Melinis minutiflora
1,152,Q157419,Phalaris arundinacea,Phalaris arundinacea
1,164,Q24700682,Poa secunda,Poa secunda
1,178,Q50346687,Sporobolus alterniflorus,Spartina alterniflora
1,147,Q3024698,Panicum repens,Panicum repens
1,195,Q1456751,Vulpia myuros,Vulpia myuros
1,79,Q5272444,Dichanthelium acuminatum,Dichanthelium acuminatum
1,104,Q157885,Festuca ovina,Festuca ovina var. vivipara
1,110,Q161162,Hierochloe odorata,Hierochloe odorata
1,167,Q157922,Festuca arundinacea,Schedonorus arundinaceus
1,11,Q163963,Agrostis stolonifera,Agrostis stolonifera
1,142,Q6967600,Stipa pulchra,Nassella pulchra
1,96,Q161797,Eriophorum vaginatum,Eriophorum vaginatum
1,27,Q4950436,Bouteloua curtipendula,Bouteloua curtipendula
1,34,Q159156,Bromus hordeaceus,Bromus hordeaceus
1,44,Q5018483,Calamovilfa longifolia,Calamovilfa longifolia
1,157,Q7204739,Hilaria mutica,Pleuraphis mutica
1,170,Q7431553,Schizachyrium tenerum,Schizachyrium tenerum
1,134,Q5699638,Microstegium vimineum,Microstegium vimineum
1,140,Q6933066,Muhlenbergia racemosa,Muhlenbergia racemosa
1,76,Q604742,Danthonia unispicata,Danthonia unispicata
1,184,Q7579244,Sporobolus flexuosus,Sporobolus flexuous
1,185,Q7579245,Sporobolus heterolepis,Sporobolus heterolepis
1,29,Q2922605,Bouteloua gracilis,Bouteloua gracilis
1,82,Q163527,Echinochloa crus-galli,Echinochloa crus-galli
1,191,Q147520,Typha latifolia,Typha latifolia
1,68,Q2078054,Carex utriculata,Carex utriculata
