column,row,GT_kg_id,GT_kg_label,label
0,22,Q53268,Toyota,Toyota Motor
0,14,Q625713,BHP Group,BHP Billiton
0,18,Q190464,HSBC,HSBC Holdings
0,4,Q102673,Gazprom,Gazprom
0,13,Q483551,Walmart,Wal-Mart Stores
0,15,Q160746,Nestlé,Nestl?
0,3,Q741618,China Mobile,China Mobile
0,7,Q210047,Petrobras,Petrobras-Petr?leo Brasil
0,21,Q333718,Johnson & Johnson,Johnson & Johnson
0,2,Q54173,General Electric,General Electric
0,10,Q35476,AT&T,AT&T
0,8,Q154950,Royal Dutch Shell,Royal Dutch Shell
0,20,Q487907,Bank of America,Bank of America
0,5,Q26463,Industrial and Commercial Bank of China,ICBC
0,6,Q2283,Microsoft Corporation,Microsoft
0,17,Q154037,Total SE,Total
0,0,Q503182,PetroChina Company Limited,PetroChina
0,19,Q319642,Chevron Corporation,Chevron
0,9,Q217583,Berkshire Hathaway,Berkshire Hathaway
0,11,Q152057,bp,BP
0,12,Q212405,Procter & Gamble,Procter & Gamble
0,1,Q156238,ExxonMobil,ExxonMobil
0,16,Q831445,Sinopec,Sinopec-China Petroleum
