column,row,GT_kg_id,GT_kg_label,label
1,45,Q209170,Mary Poppins,Mary Poppins
1,44,Q704972,To Be or Not to Be,To Be or Not to Be
1,9,Q238211,City Lights,City Lights
1,93,Q177374,There\\'s Something About Mary,There's Something about Mary
1,63,Q395557,Trouble in Paradise,Trouble in Paradise
1,15,Q214723,The Gold Rush,The Gold Rush
1,84,Q1508130,The Band Wagon,The Band Wagon
1,50,Q901213,Four Weddings and a Funeral,Four Weddings and a Funeral
1,87,Q44662,42nd Street,42nd Street
1,28,Q913311,A Hard Day\\'s Night,A Hard Day's Night
1,98,Q313315,Tom Jones,Tom Jones
1,65,Q308920,The Discreet Charm of the Bourgeoisie,The Discreet Charm of the Bourgeoisie
1,33,Q497256,Airplane!,Airplane!
1,48,Q651923,Young Frankenstein,Young Frankenstein
1,76,Q18428,Amarcord,Amarcord
1,54,Q483815,Shrek,Shrek
1,57,Q498906,Ferris Bueller\\'s Day Off,Ferris Bueller's Day Off
1,43,Q182944,Shakespeare in Love,Shakespeare in Love
1,6,Q179743,Bringing Up Baby,Bringing Up Baby
1,18,Q1065711,Sullivan\\'s Travels,Sullivan's Travels
1,79,Q109116,The Great Dictator,The Great Dictator
1,8,Q171048,Toy Story,Toy Story
1,85,Q391172,Secrets & Lies,Secrets & Lies
1,20,Q494085,MASH,M*A*S*H
1,49,Q1569918,"Sherlock, Jr.","Sherlock, Jr."
1,0,Q309153,Singin\\' in the Rain,Singin' in the Rain
1,30,Q353753,Kind Hearts and Coronets,Kind Hearts and Coronets
1,59,Q960125,Animal House,Animal House
1,2,Q105702,Dr. Strangelove,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
1,3,Q233464,Annie Hall,Annie Hall
1,91,Q731082,Breaking Away,Breaking Away
1,11,Q748599,The Rules of the Game,The Rules of the Game
1,62,Q329131,Jerry Maguire,Jerry Maguire
1,58,Q207954,Pretty Woman,Pretty Woman
1,68,Q185071,Terms of Endearment,Terms of Endearment
1,96,Q2481316,The Bank Dick,The Bank Dick
1,67,Q747877,Clerks,Clerks.
1,75,Q750028,Evil Dead II,Evil Dead II
1,12,Q1066714,His Girl Friday,His Girl Friday
1,70,Q466186,A Fish Called Wanda,A Fish Called Wanda
1,99,Q391515,The Palm Beach Story,The Palm Beach Story
1,81,Q132863,Finding Nemo,Finding Nemo
1,69,Q794306,The Ladykillers,The Ladykillers
1,95,Q946849,L\\'Age d\\'Or,L'?ge d'or
1,92,Q909816,Day for Night,Day for Night
1,34,Q484048,Amélie,Am?lie
1,51,Q187266,Toy Story 2,Toy Story 2
1,72,Q499152,The Breakfast Club,The Breakfast Club
1,74,Q1059199,Adam\\'s Rib,Adam's Rib
1,53,Q62665,The Sting,The Sting
1,13,Q7810384,This Is Spinal Tap,This Is Spinal Tap
1,83,Q1454574,Playtime,Playtime
1,17,Q498822,The Philadelphia Story,The Philadelphia Story
1,60,Q201293,Roman Holiday,Roman Holiday
1,29,Q471169,When Harry Met Sally,When Harry Met Sally?
1,39,Q375855,American Graffiti,American Graffiti
1,73,Q845057,Hannah and Her Sisters,Hannah and Her Sisters
1,94,Q1302846,Fast Times at Ridgemont High,Fast Times at Ridgemont High
1,19,Q270510,The Apartment,The Apartment
1,82,Q500044,The Lady Vanishes,The Lady Vanishes
1,31,Q1139031,Top Hat,Top Hat
1,10,Q208632,It Happened One Night,It Happened One Night
1,64,Q532006,Les Vacances de Monsieur Hulot,Mr. Hulot's Holiday
1,56,Q109767,The Blues Brothers,The Blues Brothers
1,36,Q315732,The Producers,The Producers
1,66,Q649165,Being John Malkovich,Being John Malkovich
1,61,Q751921,The Rocky Horror Picture Show,The Rocky Horror Picture Show
1,90,Q1198497,The Thin Man,The Thin Man
1,5,Q850159,The General,The General
1,26,Q1212344,The Lady Eve,The Lady Eve
1,52,Q36479,The Lion King,The Lion King
1,47,Q368577,Harold and Maude,Harold and Maude
1,46,Q943992,A Night at the Opera,A Night at the Opera
1,16,Q45602,Modern Times,Modern Times
1,80,Q720724,Babe,Babe
1,7,Q1125566,Duck Soup,Duck Soup
1,38,Q221249,Tootsie,Tootsie
1,41,Q957323,Blazing Saddles,Blazing Saddles
1,77,Q775970,The Full Monty,The Full Monty
1,32,Q337078,The Big Lebowski,The Big Lebowski
1,40,Q193066,Breakfast at Tiffany\\'s,Breakfast at Tiffany's
1,78,Q379873,Who Framed Roger Rabbit,Who Framed Roger Rabbit
1,42,Q589894,Ninotchka,Ninotchka
1,21,Q488655,Groundhog Day,Groundhog Day
1,24,Q18407,La Dolce Vita,La Dolce Vita
1,88,Q858724,Shaun of the Dead,Shaun of the Dead
1,97,Q395278,Dazed and Confused,Dazed and Confused
1,14,Q134773,Forrest Gump,Forrest Gump
1,71,Q567072,Bull Durham,Bull Durham
1,89,Q501703,Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery
1,37,Q464032,Cinema Paradiso,Cinema Paradiso
1,23,Q25043,Monty Python and the Holy Grail,Monty Python and the Holy Grail
1,35,Q1756560,Withnail and I,Withnail & I
1,1,Q190086,Some Like It Hot,Some Like It Hot
1,25,Q731310,Manhattan,Manhattan
1,27,Q24953,Monty Python’s Life of Brian,Life of Brian
1,55,Q1347393,Rushmore,Rushmore
1,4,Q217627,The Graduate,The Graduate
1,22,Q506418,The Princess Bride,The Princess Bride
1,86,Q25193623,Swing Time,Swing Time
