column,row,GT_kg_id,GT_kg_label,label
1,14,Q731168,Cal Ripken Jr.,Cal Ripken Jr.
1,11,Q536900,Ken Griffey Jr.,Ken Griffey Jr.
1,23,Q202323,Al Kaline,Al Kaline
1,1,Q1328142,Stan Musial,Stan Musial
1,16,Q357444,Lou Gehrig,Lou Gehrig
1,19,Q1329352,Jimmie Foxx,Jimmie Foxx
1,0,Q215777,Hank Aaron,Hank Aaron
1,2,Q561852,Willie Mays,Willie Mays
1,18,Q726655,Mel Ott,Mel Ott
1,12,Q1173396,Dave Winfield,Dave Winfield
1,21,Q1316903,Honus Wagner,Honus Wagner
1,7,Q956100,Carl Yastrzemski,Carl Yastrzemski
1,26,Q127582,Andre Dawson,Andre Dawson
1,5,Q213812,Babe Ruth,Babe Ruth
1,22,Q1972377,Paul Molitor,Paul Molitor
1,15,Q1205542,Tris Speaker,Tris Speaker
1,4,Q552828,Ty Cobb,Ty Cobb
1,24,Q959112,Reggie Jackson,Reggie Jackson
1,9,Q1081144,Rafael Palmeiro,Rafael Palmeiro
1,3,Q314712,Barry Bonds,Barry Bonds
1,8,Q326992,Eddie Murray,Eddie Murray
1,6,Q739866,Pete Rose,Pete Rose
1,20,Q172478,Ted Williams,Ted Williams
1,13,Q558664,Alex Rodriguez,Alex Rodriguez (172)
1,17,Q1152442,George Brett,George Brett
1,10,Q1317158,Frank Robinson,Frank Robinson
1,25,Q375648,Manny Ramirez,Manny Ram?rez
