column,row,GT_kg_id,GT_kg_label,label
1,102,Q4973329,Broken Bow Lake,Broken Bow Lake
1,114,Q7331172,Kaw Lake,Kaw lake
1,129,Q6478032,Lake Thunderbird,"Thunderbird, Lake"
1,63,Q5658289,Harlan County Reservoir,Harlan County Lake
1,73,Q4737332,Alum Creek Lake,"Alum Creek Lake Also includes Delaware Lake, OH and Hoover Reservoir, OH"
1,50,Q1410225,Lake D’Arbonne,"D'Arbonne, Lake"
1,192,Q6478013,Lake Texana,"Texana, Lake"
1,69,Q4491409,Falls Lake,Falls Lake
1,187,Q7303773,Red Bluff Reservoir,Red Bluff Reservoir *
1,67,Q4667899,Abiquiu Lake,Abiquiu Reservoir
1,106,Q6475794,Lake Eucha,"Eucha, Lake"
1,71,Q1794421,Lake Wylie,"Wylie, Lake *"
1,125,Q14708681,Sooner Lake,Sooner Lake
1,98,Q7331349,Lake of the Arbuckles,Arbuckle Reservoir
1,147,Q4884777,Belton Lake,"Belton Lake Also includes Stillhouse Hollow Lake, TX"
1,210,Q1677353,Jackson Lake State Park,Jackson Lake
1,182,Q6477163,Lake O\\' the Pines,"O' the Pines, Lake (updated on 06/07/2004)"
1,23,Q7263254,Pyramid Lake,"Pyramid Lake (updated 04/18/2005) Also includes Castaic Lake, CA"
1,42,Q4905822,Big Hill Lake,Big Hill Lake * (updated 01/23/2006)
1,151,Q4985715,Buffalo Creek Reservoir,Buffalo Creek Reservoir *
1,74,Q4818871,Atwood Lake,"Atwood Lake Also includes Leesville Lake, OH"
1,59,Q768090,Enid Lake,Enid Lake
1,127,Q6477830,Lake Stanley Draper,Stanley Draper Lake
1,189,Q2277870,Sheldon Reservoir,Sheldon Reservoir *
1,139,Q5471549,Fort Loudoun Lake,Fort Loudoun Lake (updated 06/07/2004)
1,4,Q23902089,Alamo Lake State Park,Alamo Lake
1,141,Q18153342,Lake Alan Henry,Alan Henry Reservoir *
1,111,Q81295,Lake Hefner,"Hefner, Lake"
1,167,Q6476187,Lake Holbrook,"Holbrook, Lake * Also includes Lake Fork Reservoir, TX and Lake Quitman, TX"
