column,row,GT_kg_id,GT_kg_label,label
1,219,Q208526,New Taiwan dollar,New Taiwan Dollar
1,192,Q374453,Saint Helena pound,St Helena Pound
1,82,Q214393,CFP Franc,CFP Franc
1,196,Q26365,Eastern Caribbean dollar,East Caribbean Dollar
1,64,Q26365,Eastern Caribbean dollar,East Caribbean Dollar
1,175,Q4917,United States dollar,US Dollar
1,14,Q232270,Aruban florin,Aruban Guilder
1,2,Q199674,Algerian dinar,Algerian Dinar
1,227,Q242890,Trinidad and Tobago dollar,Trinidad and Tobago Dollar
1,140,Q163712,Malaysian ringgit,Malaysian Ringgit
1,134,Q25627,Lithuanian litas,Lithuanian Litas
1,187,Q184172,French franc,French Franc
1,236,Q25224,pound sterling,Pound Sterling
1,35,Q172540,Bulgarian lev,Lev
1,55,Q1472704,New Zealand dollar,New Zealand Dollar
1,112,Q270642,Irish pound,Irish Pound
1,156,Q200753,Mozambican metical,Metical
1,74,Q171503,nakfa,Nakfa
1,15,Q259502,Australian dollar,Australian Dollar
1,117,Q203722,Jordanian dinar,Jordanian Dinar
1,249,Q214393,CFP Franc,CFP Franc
1,230,Q486637,Turkmenistan manat,Manat
1,83,Q184172,French franc,French Franc
1,32,Q173117,Brazilian real,Brazilian Real
1,105,Q47190,forint,Forint
1,121,Q106720,North Korean won,North Korean Won
1,185,Q4917,United States dollar,US Dollar
1,191,Q4741,Rwandan franc,Rwanda Franc
1,221,Q199886,Tajikistani somoni,Tajik Ruble (old)
1,41,Q1104069,Canadian dollar,Canadian Dollar
1,133,Q25344,Swiss franc,Swiss Franc
1,165,Q1472704,New Zealand dollar,New Zealand Dollar
1,210,Q398542,peseta,Spanish Peseta
1,243,Q207523,Vanuatu vatus,Vatu
1,248,Q4917,United States dollar,US Dollar
1,208,Q4603,Somali shilling,Somali Shilling
1,79,Q203354,Finnish markka,Markka
1,138,Q4584,Malagasy ariary,Malagasy Franc
1,164,Q214393,CFP Franc,CFP Franc
1,124,Q35881,Kyrgyzstani som,Som
1,62,Q25417,Danish krone,Danish Krone
1,235,Q200294,United Arab Emirates dirham,UAE Dirham
1,178,Q200759,kina,Kina
1,85,Q202885,dalasi,Dalasi
1,195,Q184172,French franc,French Franc
1,7,Q200337,kwanza,New Kwanza
1,43,Q319885,Cayman Islands dollar,Cayman Islands Dollar
1,51,Q244819,Colombian peso,Colombian Peso
1,127,Q201880,Lebanese pound,Lebanese Pound
1,102,Q259502,Australian dollar,Australian Dollar
1,218,Q240468,Syrian pound,Syrian Pound
1,9,Q26365,Eastern Caribbean dollar,East Caribbean Dollar
1,100,Q203955,gourde,Gourde
1,50,Q259502,Australian dollar,Australian Dollar
1,1,Q125999,Albanian lek,Lek
1,75,Q206243,birr,Ethiopian Birr
1,237,Q4917,United States dollar,US Dollar
1,206,Q208133,Slovenian tolar,Tolar
1,131,Q242988,Liberian dollar,Liberian Dollar
1,29,Q179620,convertible mark,Convertible Marks
1,71,Q829043,Salvadoran colón,El Salvador Colon
1,3,Q4917,United States dollar,US Dollar
1,173,Q272290,Omani rial,Rial Omani
1,57,Q861690,West African CFA franc,CFA Franc BCEAO
1,107,Q80524,Indian rupee,Indian Rupee
1,241,Q209272,Uruguayan peso,Peso Uruguayo
1,0,Q188289,Pakistani rupee,Afghani
1,26,Q4085039,Bermudian pound,Bermudian Dollar
1,220,Q199886,Tajikistani somoni,Somoni
1,24,Q275112,Belize dollar,Belize Dollar
1,167,Q861690,West African CFA franc,CFA Franc BCEAO
1,229,Q172872,Turkish lira,Turkish Lira
1,27,Q201799,ngultrum,Indian Rupee
1,170,Q259502,Australian dollar,Australian Dollar
1,251,Q240512,Yemeni rial,Yemeni Rial
1,153,Q183435,tugrik,Tugrik
1,22,Q160680,Belarusian ruble,Belarussian Ruble
1,172,Q132643,Norwegian krone,Norwegian Krone
1,147,Q212967,Mauritian rupee,Mauritius Rupee
1,136,Q241214,Macanese pataca,Pataca
1,23,Q232415,Belgian franc,Belgian Franc
1,215,Q4823,lilangeni,Lilangeni
1,223,Q177882,baht,Baht
1,222,Q4589,Tanzanian shilling,Tanzanian Shilling
1,46,Q200050,Chilean peso,Chilean Peso
1,128,Q208039,Lesotho loti,Rand
1,119,Q202882,Kenyan shilling,Kenyan Shilling
1,48,Q39099,renminbi,Yuan Renminbi
1,88,Q183530,Ghana cedi,Cedi
1,66,Q4917,United States dollar,Timor Escudo
1,194,Q26365,Eastern Caribbean dollar,East Caribbean Dollar
1,193,Q26365,Eastern Caribbean dollar,East Caribbean Dollar
1,228,Q4602,Tunisian dinar,Tunisian Dinar
1,231,Q4917,United States dollar,US Dollar
1,246,Q192090,Vietnamese dong,Dong
1,197,Q4588,Samoan tālā,Tala
1,217,Q25344,Swiss franc,Swiss Franc
1,39,Q204737,riel,Riel
1,25,Q861690,West African CFA franc,CFA Franc BCEAO
1,125,Q200055,Lao kip,Kip
1,110,Q188608,Iranian rial,Iranian Rial
1,186,Q206386,Qatari riyal,Qatari Rial
1,45,Q847739,Central African CFA franc,CFA Franc BEAC
1,144,Q4917,United States dollar,US Dollar
1,59,Q201505,Cuban peso,Cuban Peso
1,234,Q81893,hryvnia,Hryvnia
1,106,Q131473,Icelandic króna,Iceland Krona
1,4,Q398542,peseta,Spanish Peseta
1,33,Q4917,United States dollar,US Dollar
1,126,Q133011,Latvian lats,Latvian Lats
1,255,Q182803,Zimbabwean dollar,Zimbabwe Dollar
1,114,Q204992,Italian lira,Italian Lira
1,182,Q1472704,New Zealand dollar,New Zealand Dollar
1,12,Q199578,Argentine peso,Argentine Peso
1,247,Q4917,United States dollar,US Dollar
1,150,Q4917,United States dollar,US Dollar
1,116,Q8146,Japanese yen,Yen
1,18,Q194339,Bahamian dollar,Bahamian Dollar
1,81,Q184172,French franc,French Franc
1,146,Q207024,Mauritanian ouguiya,Ouguiya
1,99,Q213005,Guyanese dollar,Guyana Dollar
1,113,Q131309,new shekel,New Israeli Sheqel
1,253,Q167922,Zairean zaire,New Zaire
1,201,Q861690,West African CFA franc,CFA Franc BCEAO
1,205,Q178874,Slovak koruna,Slovak Koruna
1,95,Q207396,quetzal,Quetzal
1,21,Q194351,Barbadian dollar,Barbados Dollar
1,240,Q4917,United States dollar,US Dollar
1,56,Q242915,Costa Rican colón,Costa Rican Colon
1,77,Q330044,Falkland Islands pound,Pound
1,92,Q26365,Eastern Caribbean dollar,East Caribbean Dollar
1,16,Q208730,Austrian schilling,Schilling
1,188,Q131645,Romanian leu,Leu
1,160,Q3973267,Japanese government-issued Oceanian Pound,Australian Dollar
1,242,Q487888,Uzbekistani som,Uzbekistan Sum
1,40,Q847739,Central African CFA franc,CFA Franc BEAC
1,166,Q207312,Nicaraguan córdoba,Cordoba Oro
1,233,Q4598,Ugandan shilling,Uganda Shilling
1,183,Q123213,złoty,Zloty
1,103,Q4719,Honduran lempira,Lempira
1,65,Q242922,Dominican peso,Dominican Peso
1,244,Q204992,Italian lira,Italian Lira
1,198,Q204992,Italian lira,Italian Lira
1,174,Q188289,Pakistani rupee,Pakistan Rupee
1,189,Q41044,Russian ruble,Russian Ruble
1,70,Q199462,Egyptian pound,Egyptian Pound
1,78,Q4592,Fijian dollar,Fiji Dollar
1,54,Q4734,Congolese franc,Franc Congolais
1,148,Q4730,Mexican peso,Mexican Peso
1,209,Q181907,South African rand,Rand
1,157,Q201875,kyat,Kyat
1,96,Q213311,Guinean franc,Guinea Franc
1,158,Q202462,Namibian dollar,Rand
1,53,Q847739,Central African CFA franc,CFA Franc BEAC
1,60,Q193716,Cypriot pound,Cyprus Pound
1,63,Q4594,Djiboutian franc,Djibouti Franc
1,204,Q190951,Singapore dollar,Singapore Dollar
1,232,Q259502,Australian dollar,Australian Dollar
1,68,Q911562,Ecuadorian sucre,Sucre
1,245,Q203757,Venezuelan bolívar,Bolivar
1,254,Q73408,Zambian kwacha,Kwacha
1,137,Q177875,Macedonian denar,Denar
1,180,Q204656,Peso peruano,Nuevo Sol
1,97,Q1329465,Guinea-Bissau peso,Guinea-Bissau Peso
1,168,Q203567,Nigerian naira,Naira
1,216,Q122922,Swedish krona,Swedish Krona
1,200,Q199857,Saudi riyal,Saudi Riyal
1,122,Q106720,North Korean won,Won
1,151,Q181129,Moldovan leu,Moldovan Leu
1,155,Q200192,Moroccan dirham,Moroccan Dirham
1,13,Q130498,Armenian dram,Armenian Dram
1,90,Q1546443,Greek drachma,Drachma
1,152,Q184172,French franc,French Franc
1,30,Q186794,Botswana pula,Pula
1,202,Q4595,Seychellois rupee,Seychelles Rupee
1,31,Q132643,Norwegian krone,Norwegian Krone
1,86,Q4608,Georgian lari,Lari
1,87,Q16068,Deutsche Mark,Deutsche Mark
1,207,Q4597,Solomon Islands dollar,Solomon Islands Dollar
1,19,Q201871,Bahraini dinar,Bahraini Dinar
1,61,Q131016,Czech koruna,Czech Koruna
1,181,Q17193,Philippine peso,Philippine Peso
1,80,Q184172,French franc,French Franc
1,120,Q259502,Australian dollar,Australian Dollar
1,44,Q847739,Central African CFA franc,CFA Franc BEAC
1,17,Q483725,Azerbaijani manat,Azerbaijanian Manat
1,225,Q1887019,New Zealand pound,New Zealand Dollar
1,162,Q788472,Dutch guilder,Netherlands Guilder
1,115,Q209792,Jamaican dollar,Jamaican Dollar
1,203,Q4587,Sierra Leonean leone,Leone
1,142,Q861690,West African CFA franc,CFA Franc BCEAO
