column,row,GT_kg_id,GT_kg_label,label
1,94,Q42198,Heat,Heat
1,22,Q171669,One Flew Over the Cuckoo\\'s Nest,One Flew over the Cuckoo's Nest
1,82,Q488655,Groundhog Day,Groundhog Day
1,96,Q2345,12 Angry Men,12 Angry Men
1,89,Q61696,Midnight Cowboy,Midnight Cowboy
1,23,Q181086,A Clockwork Orange,A Clockwork Orange
1,75,Q164963,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers
1,91,Q212129,A Streetcar Named Desire,A Streetcar Named Desire
1,31,Q188718,The Bridge on the River Kwai,The Bridge on the River Kwai
1,78,Q645094,The Best Years of Our Lives,The Best Years of Our Lives
1,80,Q494085,MASH,M*A*S*H
1,61,Q188652,Rocky,Rocky
1,65,Q26060,Tokyo Story,Tokyo Story
1,48,Q339876,L.A. Confidential,L.A. Confidential
1,81,Q865580,Children of Paradise,Children of Paradise
1,44,Q25057,Brazil,Brazil
1,13,Q184843,Blade Runner,Blade Runner
1,38,Q238211,City Lights,City Lights
1,72,Q217189,The Seventh Seal,The Seventh Seal
1,46,Q12018,8½,8 1/2
1,41,Q1066714,His Girl Friday,His Girl Friday
1,7,Q104123,Pulp Fiction,Pulp Fiction
1,57,Q134773,Forrest Gump,Forrest Gump
1,84,Q731310,Manhattan,Manhattan
1,88,Q190956,Amadeus,Amadeus
1,63,Q320588,Close Encounters of the Third Kind,Close Encounters of the Third Kind
1,68,Q128518,Gladiator,Gladiator
1,42,Q104137,Unforgiven,Unforgiven
1,29,Q222720,Fargo,Fargo
1,15,Q11621,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial
1,43,Q152350,Battleship Potemkin,The Battleship Potemkin
1,53,Q186341,The Shining,The Shining
1,39,Q748599,The Rules of the Game,The Rules of the Game
1,45,Q60072,The Sound of Music,The Sound of Music
1,34,Q1132629,The Night of the Hunter,The Night of the Hunter
1,21,Q193570,Sunset Boulevard,Sunset Blvd.
1,37,Q172837,Bicycle Thieves,The Bicycle Thief
1,67,Q190908,Seven,Seven
1,40,Q162331,The 400 Blows,The 400 Blows
1,62,Q676039,The Grapes of Wrath,The Grapes of Wrath
1,64,Q45602,Modern Times,Modern Times
1,60,Q1141252,Do the Right Thing,Do the Right Thing
1,70,Q162729,Braveheart,Braveheart
1,56,Q251559,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre
1,30,Q165817,Saving Private Ryan,Saving Private Ryan
1,74,Q190643,Platoon,Platoon
1,97,Q1009788,The Conversation,The Conversation
1,98,Q866120,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington
1,59,Q431093,Sunrise: A Song of Two Humans,Sunrise
1,95,Q747936,Paths of Glory,Paths of Glory
1,11,Q47221,Taxi Driver,Taxi Driver
1,73,Q384397,The African Queen,The African Queen
1,90,Q918363,Cabaret,Cabaret
1,10,Q220780,Raging Bull,Raging Bull
1,2,Q132689,Casablanca,Casablanca
1,85,Q190525,Memento,Memento
1,27,Q172241,The Shawshank Redemption,The Shawshank Redemption
1,52,Q1424258,Nashville,Nashville
1,58,Q131074,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
1,33,Q127367,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring
1,28,Q181776,Bonnie and Clyde,Bonnie and Clyde
1,83,Q18407,La Dolce Vita,La Dolce Vita
1,35,Q177922,To Kill a Mockingbird,To Kill a Mockingbird
1,16,Q233464,Annie Hall,Annie Hall
1,20,Q189540,Seven Samurai,The Seven Samurai
1,3,Q228186,Lawrence of Arabia,Lawrence of Arabia
1,8,Q204191,It\\'s a Wonderful Life,It's a Wonderful Life
1,99,Q695255,Persona,Persona
1,19,Q223139,North by Northwest,North by Northwest
1,49,Q190050,Fight Club,Fight Club
1,79,Q270510,The Apartment,The Apartment
1,1,Q24815,Citizen Kane,Citizen Kane
1,87,Q180098,Ben-Hur,Ben-Hur
1,9,Q2875,Gone with the Wind,Gone with the Wind
1,86,Q546829,Frankenstein,Frankenstein
1,92,Q272599,All Quiet on the Western Front,All Quiet on the Western Front
1,55,Q470336,La Grande Illusion,The Grand Illusion
1,4,Q105702,Dr. Strangelove,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
1,32,Q245208,High Noon,High Noon
1,14,Q483941,Schindler\\'s List,Schindler's List
1,24,Q200299,All About Eve,All about Eve
1,26,Q211372,On the Waterfront,On the Waterfront
1,76,Q521387,The Manchurian Candidate,The Manchurian Candidate
1,51,Q201674,The Deer Hunter,The Deer Hunter
1,69,Q426346,Rebel Without a Cause,Rebel without a Cause
1,77,Q1065711,Sullivan\\'s Travels,Sullivan's Travels
1,71,Q109135,Trainspotting,Trainspotting
1,6,Q184768,The Godfather Part II,The Godfather: Part II
1,25,Q217627,The Graduate,The Graduate
1,66,Q1774631,American Beauty,American Beauty
1,18,Q276769,The Searchers,The Searchers
1,93,Q814296,Brief Encounter,Brief Encounter
1,5,Q182692,Apocalypse Now,Apocalypse Now
1,12,Q644987,Chinatown,Chinatown
1,47,Q86427,Breathless,Breathless
1,36,Q44578,Titanic,Titanic
1,0,Q47703,The Godfather,The Godfather
1,54,Q1320041,West Side Story,West Side Story
1,17,Q42047,Goodfellas,Goodfellas
1,50,Q135465,Rashomon,Rash?mon
