column,row,GT_kg_id,GT_kg_label,label
0,31,Q32,Luxembourg,Luxembourg
0,2,Q697,Nauru,Nauru
0,192,Q33,Finland,Finland
0,3,Q672,Tuvalu,Tuvalu
0,38,Q1393,Delaware,Delaware
0,101,Q225,Bosnia and Herzegovina,Bosnia and Herzegovina
0,239,Q1025,Mauritania,Mauritania
0,116,Q1603,Kentucky,Kentucky
0,256,Q36074,Queensland,"Queensland, Australia"
0,222,Q1989,Saskatchewan,Saskatchewan
0,178,Q1261,Colorado,Colorado
0,240,Q1904,Ontario,Ontario
0,133,Q41,Greece,Greece
0,58,Q1408,New Jersey,New Jersey
0,114,Q884,South Korea,South Korea
0,98,Q22,Scotland,Scotland
0,105,Q227,Azerbaijan,Azerbaijan
0,122,Q783,Honduras,Honduras
0,83,Q214,Slovakia,Slovakia
0,159,Q1553,Nebraska,Nebraska
0,132,Q811,Nicaragua,Nicaragua
0,49,Q779,Connecticut,Connecticut
0,131,Q21,England,England
0,6,Q61,"Washington, D.C.",Washington DC
0,65,Q790,Haiti,Haiti
0,14,Q757,Saint Vincent and the Grenadines,St Vincent and the Grenadines
0,80,Q191,Estonia,Estonia
0,37,Q921,Brunei,Brunei
0,180,Q736,Ecuador,Ecuador
0,109,Q724,Maine,Maine
0,153,Q1207,North Dakota,North Dakota
0,195,Q1454,North Carolina,North Carolina
0,44,Q846,Qatar,Qatar
0,74,Q1391,Maryland,Maryland
0,103,Q22890,Ireland,Ireland (Northern Ireland and the Republic of Ireland)
0,244,Q258,South Africa,South Africa
0,111,Q28,Hungary,Hungary
0,26,Q784,Dominica,Dominica
0,69,Q685,Solomon Islands,Solomon Islands
0,228,Q43,Turkey,Turkey
0,268,Q414,Argentina,Argentina
0,13,Q11703,United States Virgin Islands,US Virgin Islands
0,252,Q176,Quebec,Quebec
0,248,Q657,Chad,Chad
0,127,Q1400,Pennsylvania,Pennsylvania
0,171,Q1036,Uganda,Uganda
0,151,Q424,Cambodia,Cambodia
0,275,Q159,Russia,Russia
0,197,Q1212,Montana,Montana
0,35,Q754,Trinidad and Tobago,Trinidad and Tobago
0,272,Q30,United States of America,USA
0,241,Q750,Bolivia,Bolivia
0,142,Q1204,Illinois,Illinois
0,141,Q1546,Iowa,Iowa
0,75,Q217,Moldova,Moldova
0,137,Q837,Nepal,Nepal
0,124,Q118863,North Island,"North Island, New Zealand"
0,207,Q1009,Cameroon,Cameroon
0,43,Q1005,The Gambia,The Gambia
0,134,Q1588,Louisiana,Louisiana
0,120,Q241,Cuba,Cuba
0,214,Q963,Botswana,Botswana
0,245,Q912,Mali,Mali
0,262,Q851,Saudi Arabia,Saudi Arabia
0,274,Q16,Canada,Canada
0,97,Q804,Panama,Panama
0,155,Q858,Syria,Syria
0,34,Q1011,Cape Verde,Cape Verde
0,147,Q1537,Wisconsin,Wisconsin
0,45,Q686,Vanuatu,Vanuatu
0,202,Q796,Iraq,Iraq
0,41,Q822,Lebanon,Lebanon
0,28,Q1039,São Tomé and Príncipe,Sao Tome and Principe
0,146,Q948,Tunisia,Tunisia
0,15,Q244,Barbados,Barbados
0,206,Q691,Papua New Guinea,Papua New Guinea
0,1,Q235,Monaco,Monaco
0,212,Q805,Yemen,Yemen
0,167,Q36687,Victoria,"Victoria, Australia"
0,255,Q797,Alaska,Alaska
0,183,Q816,Arizona,Arizona
0,162,Q1558,Kansas,Kansas
0,177,Q1000,Gabon,Gabon
0,112,Q1415,Indiana,Indiana
0,143,Q120755,South Island,"South Island, New Zealand"
0,253,Q711,Mongolia,Mongolia
0,168,Q819,Laos,Laos
0,85,Q1952,Nova Scotia,Nova Scotia
0,64,Q771,Massachusetts,Massachusetts
0,110,Q45,Portugal,Portugal
0,17,Q1042,Seychelles,Seychelles
0,230,Q1029,Mozambique,Mozambique
0,88,Q1371,West Virginia,West Virginia
0,51,Q817,Kuwait,Kuwait
0,170,Q117,Ghana,Ghana
0,47,Q236,Montenegro,Montenegro
0,249,Q419,Peru,Peru
0,203,Q1028,Morocco,Morocco
0,200,Q733,Paraguay,Paraguay
0,229,Q843,Pakistan,Pakistan
0,106,Q403,Serbia,Serbia
0,53,Q215,Slovenia,Slovenia
0,233,Q717,Venezuela,Venezuela
0,175,Q1214,Wyoming,Wyoming
0,264,Q262,Algeria,Algeria
0,161,Q842,Oman,Oman
0,217,Q212,Ukraine,Ukraine
0,193,Q971,Republic of the Congo,Republic of the Congo
0,40,Q229,Cyprus,Cyprus
0,104,Q40,Austria,Austria
0,211,Q869,Thailand,Thailand
0,24,Q3359409,Micronesia,Micronesia
0,63,Q1037,Rwanda,Rwanda
0,42,Q766,Jamaica,Jamaica
0,235,Q924,Tanzania,Tanzania
0,128,Q423,North Korea,North Korea
0,269,Q668,India,India
0,221,Q1948,Manitoba,Manitoba
0,81,Q917,Bhutan,Bhutan
0,226,Q953,Zambia,Zambia
0,271,Q155,Brazil,Brazil
0,12,Q769,Grenada,Grenada
0,9,Q763,Saint Kitts and Nevis,St Kitts and Nevis
0,266,Q3206,Western Australia,Western Australia
0,149,Q77,Uruguay,Uruguay
0,156,Q1041,Senegal,Senegal
0,57,Q977,Djibouti,Djibouti
0,223,Q1951,Alberta,Alberta
0,82,Q786,Dominican Republic,Dominican Republic
0,231,Q3224,New South Wales,"New South Wales, Australia"
0,225,Q1439,Texas,Texas
0,126,Q1020,Malawi,Malawi
0,68,Q782,Hawaii,Hawaii
0,208,Q2009,Yukon,Yukon Territory
0,205,Q34,Sweden,Sweden
0,79,Q35,Denmark,Denmark
0,238,Q79,Egypt,Egypt
0,59,Q242,Belize,Belize
0,227,Q298,Chile,Chile
0,199,Q2003,Newfoundland and Labrador,Newfoundland and Labrador
0,242,Q115,Ethiopia,Ethiopia
0,100,Q213,Czech Republic,Czech Republic
0,204,Q265,Uzbekistan,Uzbekistan
0,166,Q1527,Minnesota,Minnesota
0,184,Q928,Philippines,Philippines
0,10,Q826,Maldives,Maldives
0,169,Q218,Romania,Romania
0,119,Q1370,Virginia,Virginia
0,66,Q967,Burundi,Burundi
0,72,Q1013,Lesotho,Lesotho
0,48,Q778,The Bahamas,Bahamas
0,140,Q902,Bangladesh,Bangladesh
0,113,Q1014,Liberia,Liberia
0,86,Q224,Croatia,Croatia
0,260,Q2023,Nunavut,Nunavut
0,150,Q1581,Missouri,Missouri
0,152,Q1649,Oklahoma,Oklahoma
0,265,Q1049,Sudan,Sudan
0,237,Q35715,South Australia,South Australia
0,21,Q760,Saint Lucia,St Lucia
0,220,Q889,Afghanistan,Afghanistan
0,273,Q148,People\\'s Republic of China,China
0,76,Q1007,Guinea-Bissau,Guinea-Bissau
0,90,Q37,Lithuania,Lithuania
0,234,Q1033,Nigeria,Nigeria
0,154,Q1223,Washington,Washington State
0,145,Q730,Suriname,Suriname
0,182,Q1227,Nevada,Nevada
0,270,Q408,Australia,Australia
0,165,Q829,Utah,Utah
0,250,Q3235,Northern Territory,"Northern Territory, Australia"
0,164,Q1221,Idaho,Idaho
0,50,Q1050,Eswatini,Swaziland
0,259,Q96,Mexico,Mexico (country)
0,191,Q881,Vietnam,Vietnam
0,70,Q222,Albania,Albania
0,60,Q759,New Hampshire,New Hampshire
0,174,Q1166,Michigan,Michigan
0,93,Q230,Georgia,Georgia (the country)
0,194,Q183,Germany,Germany
0,257,Q1016,Libya,Libya
0,188,Q1008,Ivory Coast,Cote d'Ivoire
0,71,Q399,Armenia,Armenia
0,115,Q189,Iceland,Iceland
0,55,Q792,El Salvador,El Salvador
0,144,Q1428,Georgia,Georgia (US state)
0,125,Q1397,Ohio,Ohio
0,160,Q184,Belarus,Belarus
0,20,Q16635,Guam,Guam
0,218,Q929,Central African Republic,Central African Republic
0,96,Q1965,New Brunswick,New Brunswick
0,29,Q970,Comoros,Comoros
0,27,Q710,Kiribati,Kiribati
0,172,Q145,United Kingdom,United Kingdom
0,136,Q1612,Arkansas,Arkansas
0,179,Q664,New Zealand,New Zealand
0,196,Q17,Japan,Japan
0,95,Q1044,Sierra Leone,Sierra Leone
0,138,Q22654,New York,New York State
0,30,Q1027,Mauritius,Mauritius
0,36,Q1979,Prince Edward Island,Prince Edward Island
0,52,Q712,Fiji,Fiji
0,190,Q833,Malaysia,Malaysia
0,187,Q1522,New Mexico,New Mexico (US state)
0,254,Q794,Iran,Iran
0,87,Q945,Togo,Togo
0,139,Q863,Tajikistan,Tajikistan
0,247,Q1032,Niger,Niger
0,0,Q237,Vatican City,Vatican City
0,213,Q142,France,France
0,158,Q1211,South Dakota,South Dakota
0,67,Q983,Equatorial Guinea,Equatorial Guinea
0,56,Q801,Israel,Israel
0,246,Q916,Angola,Angola
0,118,Q1509,Tennessee,Tennessee
0,185,Q38,Italy,Italy
0,267,Q232,Kazakhstan,Kazakhstan
0,251,Q2007,Northwest Territories,Northwest Territories
0,18,Q228,Andorra,Andorra
0,107,Q810,Jordan,Jordan
0,5,Q347,Liechtenstein,Liechtenstein
0,25,Q678,Tonga,Tonga
0,39,Q1183,Puerto Rico,Puerto Rico
0,61,Q16551,Vermont,Vermont
0,7,Q709,Marshall Islands,Marshall Islands
0,173,Q1006,Guinea,Guinea
0,129,Q986,Eritrea,Eritrea
0,8,Q16641,American Samoa,American Samoa
0,258,Q252,Indonesia,Indonesia
0,215,Q114,Kenya,Kenya
0,19,Q16644,Northern Mariana Islands,Northern Marianas
0,176,Q824,Oregon,Oregon
0,73,Q31,Belgium,Belgium
0,84,Q800,Costa Rica,Costa Rica
0,130,Q1494,Mississippi,Mississippi
0,123,Q962,Benin,Benin
0,201,Q99,California,California
0,33,Q1387,Rhode Island,Rhode Island
0,102,Q1456,South Carolina,South Carolina
