column,row,GT_kg_id,GT_kg_label,label
1,99,Q1229287,Hennessy,Hennessy
1,43,Q40993,Porsche,Porsche
1,49,Q3117359,Carrefour Group,Carrefour
1,71,Q81230,Siemens,Siemens
1,25,Q30873,Dell Inc.,Dell
1,20,Q80978,Hewlett-Packard,HP
1,90,Q2645636,Allstate,Allstate
1,8,Q857063,Citibank,Citibank
1,35,Q190464,HSBC,HSBC
1,7,Q37156,IBM,IBM
1,51,Q156077,L\\'Oréal,L'Or?al
1,69,Q192314,JPMorgan Chase,JP Morgan
1,87,Q245343,Barclays,Barclays
1,95,Q297410,Asda,Asda
1,66,Q188326,H&M,H&M
1,39,Q806215,Banco Santander,Santander
1,97,Q178516,Gucci,Gucci
1,53,Q1415262,Wachovia,Wachovia
1,17,Q7414,The Walt Disney Company,Disney
1,54,Q65088647,Merrill Lynch & Co.,Merrill Lynch
1,9,Q53268,Toyota,Toyota
1,80,Q819241,Wrigley Company,Wrigley's
1,6,Q95,Google,Google
1,22,Q853958,NTT DoCoMo,NTT Docomo
1,0,Q2283,Microsoft Corporation,Microsoft
1,70,Q246,Volkswagen,VW
1,67,Q2007336,State Farm Insurance,State Farm
1,13,Q1418,Nokia,Nokia
1,91,Q843887,Hermès International S.A.,Herm?s
1,93,Q166621,Mizuho Financial Group,Mizuho
1,32,Q9584,Honda,Honda
1,83,Q758603,Auchan,Auchan
1,82,Q152057,bp,BP
1,84,Q173941,Electronic Arts,Electronic Arts
1,79,Q212235,American International Group,AIG
1,88,Q35919,Lexus,Lexus
1,42,Q20716,Samsung,Samsung
1,73,Q791285,Avon Products Inc,Avon
1,37,Q58024,eBay,eBay
1,60,Q193199,UBS,UBS
1,46,Q334800,PepsiCo,Pepsi
1,36,Q44294,Ford Motor Company,Ford
1,98,Q532746,Esprit Holdings,Esprit
1,52,Q334204,Morgan Stanley,Morgan Stanley
1,27,Q36008,Mercedes-Benz,Mercedes
1,2,Q3295867,The Coca-Cola Company,Coca-Cola
1,81,Q538587,Cartier,Cartier
1,3,Q741618,China Mobile,China Mobile
1,11,Q487907,Bank of America,Bof America
1,62,Q41187,Sony,Sony
1,12,Q864407,The Home Depot,Home Depot
1,26,Q503592,Gillette,Gillette
1,29,Q487494,Tesco,Tesco
1,24,Q194360,American Express,American Express
1,10,Q38076,McDonald’s,McDonald's
1,61,Q17325543,Salt.,Orange
1,30,Q967735,Movistar,Movistar
1,19,Q173395,Cisco Systems,Cisco
1,16,Q26678,BMW,BMW
1,44,Q327634,T-Mobile International,T-Mobile
1,56,Q62621,Canon Inc.,Canon
1,14,Q248,Intel,Intel
1,47,Q37158,Starbucks,Starbucks
1,5,Q483551,Walmart,Wal-Mart
1,63,Q259011,Motorola,Motorola
1,59,Q552581,SAP SE,SAP
1,33,Q37093,Yahoo,Yahoo!
1,78,Q609466,Colgate-Palmolive Company,Colgate
1,28,Q312,Apple Inc.,Apple
1,94,Q926203,Washington Mutual,WaMu
1,86,Q147662,Zara,Zara
1,58,Q524629,Chase Bank,Chase
1,92,Q459965,Caterpillar Inc.,Caterpillar
1,50,Q483915,Nike,Nike
1,41,Q206921,Pfizer,Pfizer
1,15,Q122141,Vodafone,Vodafone
1,77,Q52593600,Shopbop,Amazon
1,45,Q125074,Anheuser-Busch,Budweiser
1,68,Q54078,IKEA,IKEA
1,21,Q1120617,TIM,TIM
1,64,Q193326,Goldman Sachs,Goldman Sachs
1,23,Q191485,Louis Vuitton,Louis Vuitton
1,74,Q218115,Chanel,Chanel
1,38,Q66048,Deutsche Bank,Deutsche Bank
1,55,Q192814,Harley-Davidson,Harley-Davidson
1,75,Q645708,ING Group,ING
1,40,Q29570,Chevrolet,Chevrolet
1,85,Q6686,Renault,Renault
1,96,Q2660418,Sumitomo Mitsui Banking Corporation,Mitsui Sumitomo
1,34,Q19900,Oracle Corporation,Oracle
1,48,Q65089055,Nissan USA,Nissan
1,31,Q467752,Verizon,Verizon
1,89,Q62288,Rolex,Rolex
1,1,Q54173,General Electric,GE
1,57,Q338825,Accenture,Accenture
1,76,Q1046951,Target Corporation,Target
1,18,Q155026,United Parcel Service,UPS
1,65,Q459477,FedEx,FedEx
