column,row,GT_kg_id,GT_kg_label,label
1,8,Q132783,Hermitage Museum,State Hermitage Museum
1,86,Q1368166,San Diego Museum of Art,San Diego Museum of Art
1,13,Q190804,Rijksmuseum,Rijksmuseum
1,219,Q431431,Singer Laren,Singer Museum
1,197,Q5881029,Holland Museum,Holland Museum
1,229,Q1248553,Residenzgalerie Salzburg,Residenzgalerie
1,131,Q510144,Sprengel Museum,Sprengel Museum
1,20,Q1117704,Indianapolis Museum of Art,Indianapolis Museum of Art
1,298,Q1741629,Kimbell Art Museum,Kimbell Art Museum
1,15,Q270920,Royal Academy of Arts,Royal Academy of Arts
1,372,Q2273417,Broel Museum,Broelmuseum
1,97,Q2063082,New Orleans Museum of Art,New Orleans Museum of Art (NOMA)
1,365,Q464404,Staatliche Graphische Sammlung München,Staatliche Graphische Sammlung M?nchen
1,228,Q7688440,Tatton Park,"Tatton Park, National Trust"
1,302,Q4623539,Stedelijk Museum Alkmaar,Stedelijk Museum Alkmaar
1,129,Q521619,Palazzo Strozzi,Palazzo Strozzi
1,98,Q14917275,Staatsgalerie Stuttgart,Staatsgalerie Stuttgart
1,99,Q4674272,Ackland Art Museum,Ackland Art Museum
1,73,Q6373,British Museum,British Museum
1,156,Q848313,Fries Museum,Fries Museum
1,176,Q895434,Bowes Museum,Bowes Museum
1,60,Q977015,Phoenix Art Museum,Phoenix Art Museum
1,96,Q1820897,Amsterdam Museum,Amsterdams Historisch Museum (AHM)
1,345,Q255409,Museum Mesdag,Museum Mesdag
1,63,Q165631,Gemäldegalerie,"Gem?ldegalerie, Staatliche Museen zu Berlin"
1,45,Q671384,Statens Museum for Kunst,Statens Museum for Kunst
1,249,Q1071500,Chhatrapati Shivaji Maharaj Museum,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya
1,2,Q19675,Louvre Museum,Mus?e du Louvre
1,136,Q2235462,Royal Institute for Cultural Heritage,Koninklijk Instituut voor het Kunstpatrimonium (KIK)
1,108,Q194626,Kunstmuseum Basel,Kunstmuseum Basel
1,278,Q3643223,Pretoria Art Museum,Pretoria Art Museum
1,24,Q1816301,Seattle Art Museum,Seattle Art Museum
1,361,Q2108462,Zilvermuseum Sterckshof,Zilvermuseum Sterckshof Provincie Antwerpen
1,69,Q840886,"Museum of Fine Arts, Budapest",Sz?pm?v?szeti M?zeum
1,238,Q2436253,Tyrolean State Museum,Tiroler Landesmuseum Ferdinandeum
1,120,Q6974470,National Museum of Fine Arts,National Museum of Fine Arts
1,82,Q1051928,Kröller-Müller Museum,Kr?ller-M?ller Museum
1,36,Q682827,The Frick Collection,Frick Collection
1,11,Q49133,Museum of Fine Arts,Museum of Fine Arts (MFA)
1,289,Q2483597,Musée Fesch,Mus?e Fesch
1,230,Q1244372,Allard Pierson Museum,Allard Pierson Museum
1,213,Q3098373,Museum of Fine Arts of Rennes,Mus?e des Beaux-Arts de Rennes
1,281,Q1450630,Czartoryski Museum,Muzeum Czartoryskich
1,110,Q260913,Centraal Museum,Centraal Museum
1,183,Q1236032,Condé Museum,Mus?e Cond?
1,164,Q386570,Museo Lázaro Galdiano,Museo L?zaro Galdiano
1,334,Q493160,Ons\\' Lieve Heer op Solder,Museum Ons' Lieve Heer op Solder
1,196,Q764804,Kenwood House,"Kenwood, The Iveagh Bequest"
1,34,Q1752085,Norton Simon Museum,Norton Simon Museum
1,1,Q160236,Metropolitan Museum of Art,Metropolitan Museum of Art
1,109,Q653002,Staatliche Kunstsammlungen Dresden,Staatliche Kunstsammlungen Dresden
1,157,Q1267958,Tel Aviv Museum of Art,Tel Aviv Museum of Art
1,220,Q277316,Rembrandt House Museum,Museum het Rembrandthuis
1,254,Q1637611,Palacký University Olomouc,Nordico - Museum der Stadt Linz
1,322,Q3137182,Museo de Arte de Ponce,Museo de Arte de Ponce
1,268,Q1954370,Museu Nacional de Belas Artes,Museu Nacional de Belas Artes
1,143,Q2755458,Maritime Museum Rotterdam,Maritiem Museum Rotterdam
1,166,Q2148186,Rhode Island School of Design Museum,"Museum of Art, Rhode Island School of Design"
1,65,Q612530,John and Mable Ringling Museum of Art,John and Mable Ringling Museum of Art
1,72,Q377500,Royal Museums of Fine Arts of Belgium,Koninklijke Musea voor Schone Kunsten van Belgi?
1,57,Q1970945,Albright–Knox Art Gallery,Albright-Knox Art Gallery
1,49,Q1043967,Carnegie Museum of Art,Carnegie Museum of Art
1,32,Q953345,High Museum of Art,High Museum of Art
1,21,Q636400,Ashmolean Museum,Ashmolean Museum
1,123,Q3003161,Crocker Art Museum,Crocker Art Museum
1,248,Q1264085,Croatian Academy of Sciences and Arts,Hrvatska Akademija Znanostii Umjetnosti: Kabinet Grafike
1,337,Q429192,Capilla Real,Capilla Real de Granada
1,154,Q892727,Bonnefanten Museum,Bonnefantenmuseum
1,30,Q1459037,Royal Collection,Royal Collection
1,285,Q775644,Rubenshuis,"Rubenshuis, Musea Antwerpen"
1,350,Q377824,Christian Museum,Kereszt?ny M?zeum
1,153,Q1616123,Het Scheepvaartmuseum,Nederlands Scheepvaartmuseum Amsterdam
1,50,Q847508,Worcester Art Museum,Worcester Art Museum
1,155,Q2970522,Cincinnati Art Museum,Cincinnati Art Museum
1,19,Q1700481,Minneapolis Institute of Art,Minneapolis Institute of Arts
1,25,Q1760539,Saint Louis Art Museum,Saint Louis Art Museum (SLAM)
