column,row,GT_kg_id,GT_kg_label,label
1,0,Q115347,Lex Luger,Lex Luger
1,27,Q44374,Eddie Guerrero,Eddie Guerrero
1,20,Q59630,Roddy Piper,Roddy Piper
1,4,Q1335828,Greg Valentine,Greg Valentine
1,18,Q314657,Goldust,Dustin Rhodes
1,26,Q1957024,Paul Jones,Paul Jones
1,1,Q44546,Ric Flair,Ric Flair
1,32,Q651329,Tully Blanchard,Tully Blanchard
1,34,Q44349,Kofi Kingston,Kofi Kingston
1,31,Q361235,Dusty Rhodes,Dusty Rhodes
1,21,Q352873,Jeff Jarrett,Jeff Jarrett
1,9,Q953089,Magnum T.A.,Magnum T.A.
1,22,Q707647,Harley Race,Harley Race
1,7,Q1885672,Nikita Koloff,Nikita Koloff
1,12,Q44633,Booker T,Booker T
1,17,Q361703,Jimmy Snuka,Jimmy Snuka
1,19,Q44437,John Cena,John Cena
1,35,Q26848,Leon Allen White,Big Van Vader
1,30,Q44378,Paul Wight,The Big Show
1,11,Q734682,Barry Windham,Barry Windham
1,3,Q44638,Montel Vontavious Porter,Montel Vontavious Porter
1,15,Q299570,Shelton Benjamin,Shelton Benjamin
1,24,Q562744,Orlando Jordan,Orlando Jordan
1,5,Q732642,Rick Rude,Rick Rude
1,2,Q586503,Blackjack Mulligan,Blackjack Mulligan
1,37,Q282078,Curt Hennig,Curt Hennig
1,29,Q382078,Diamond Dallas Page,Diamond Dallas Page
1,14,Q44313,Stone Cold Steve Austin,Steve Austin
1,10,Q360247,Wahoo McDaniel,Wahoo McDaniel
1,25,Q467367,Scott Steiner,Scott Steiner
1,33,Q521080,Dick Slater,Dick Slater
1,16,Q4993800,Jeff Farmer,Sting
1,28,Q533475,Konnan,Konnan
1,13,Q379538,Ricky Steamboat,Ricky Steamboat
1,23,Q81324,Bret Hart,Bret Hart
1,6,Q44292,Chris Benoit,Chris Benoit
1,36,Q965119,Lance Storm,Lance Storm
1,38,Q164260,Jim Duggan,Jim Duggan
1,8,Q452590,Sgt. Slaughter,Sgt. Slaughter
