column,row,GT_kg_id,GT_kg_label,label
2,43,Q177428,JAMA Internal Medicine,Archives of Internal Medicine
2,4,Q582728,The New England Journal of Medicine,New England Journal of Medicine
2,65,Q864221,Biochemical Journal,Biochemical Journal
2,75,Q1388051,FEBS Letters,FEBS Letters
2,62,Q7750866,The Medical Journal of Australia,The Medical Journal of Australia
2,29,Q7713500,The American Journal of Clinical Nutrition,The American Journal of Clinical Nutrition
2,80,Q1633234,Nature Medicine,Nature Medicine
2,46,Q205600,Copeia,Copeia
2,12,Q1656088,Icarus,"Icarus, International Journal of Solar System Studies"
2,92,Q2843064,American Veterinary Medical Association,Journal of the American Veterinary Medical Association
2,90,Q1758364,Doctor Who Magazine,doctor who magazine
2,40,Q976454,Nature Genetics,Nature Genetics
2,53,Q4039279,Gastroenterology,Gastroenterology
2,25,Q1935368,American Journal of Psychiatry,The American Journal of Psychiatry
2,41,Q578091,Circulation,Circulation
2,84,Q3186902,The Journal of Clinical Endocrinology and Metabolism,The Journal of Clinical Endocrinology & Metabolism
2,66,Q2738009,Journal of Geophysical Research,Journal of Geophysical Research
2,50,Q864239,Biochimica et Biophysica Acta,Biochimica et Biophysica Acta
2,38,Q885070,Blood,Blood
2,0,Q192864,Science,Science
2,68,Q2842959,The American Journal of Medicine,American Journal of Medicine
2,16,Q3319478,Molecular and Cellular Biology,Molecular and Cellular Biology
2,17,Q135122,Nucleic Acids Research,Nucleic Acids Research
2,27,Q3511931,International Journal of Systematic and Evolutionary Microbiology,International Journal of Systematic and Evolutionary Microbiology
2,10,Q220370,Zootaxa,Zootaxa
2,42,Q217906,Journal of Vertebrate Paleontology,The Journal of Vertebrate Paleontology
2,87,Q1992656,Molecular Biology and Evolution,Molecular Biology and Evolution
2,24,Q1161692,Neurology,Neurology
2,91,Q564414,Annals of Neurology,Annals of Neurology
2,89,Q217924,Journal of Paleontology,Journal of Paleontology
2,5,Q598789,The Astrophysical Journal,The Astrophysical Journal
2,19,Q564416,Annals of Internal Medicine,Annals of Internal Medicine
2,30,Q9684,The New York Times,The New York Times
2,95,Q400279,Journal of the National Cancer Institute,Journal of the National Cancer Institute
2,1,Q180445,Nature,Nature
2,58,Q4051141,The Journal of Infectious Diseases,The Journal of Infectious Diseases
2,61,Q869847,Physical Review,Physical Review
2,23,Q1105187,Cochrane Library,The Cochrane Database of Systematic Reviews
2,13,Q655814,Cell,Cell
2,11,Q4996851,Bulletins of American Paleontology,Bulletins of American Paleontology
2,81,Q326097,Cancer Research,Cancer Research
2,9,Q546003,The BMJ,British Medical Journal
2,67,Q33511,Rolling Stone,rolling stone
2,35,Q4744249,American Journal of Human Genetics,The American Journal of Human Genetics
2,33,Q3668833,Australian Systematic Botany,Australian Systematic Botany
2,45,Q1709864,Journal of Neuroscience,The Journal of Neuroscience
2,15,Q669166,The Astronomical Journal,The Astronomical Journal
2,49,Q1144851,Current Biology,Current Biology
2,7,Q939416,The Lancet,The Lancet
2,55,Q7743563,The Journal of Clinical Psychiatry,The Journal of Clinical Psychiatry
2,2,Q1146531,Proceedings of the National Academy of Sciences of the United States of America,Proceedings of the National Academy of Sciences of the United States of America
2,86,Q7277164,RNA,RNA
