column,row,GT_kg_id,GT_kg_label,label
1,0,Q8691,Heathrow Airport,London Heathrow Airport
1,13,Q44856,Taoyuan International Airport,Istanbul Ataturk Airport[5]
1,29,Q656993,Palma de Mallorca Airport,Shanghai Pudong International Airport
1,2,Q17704,Hong Kong International Airport,Frankfurt Airport
1,22,Q827480,Antalya Airport,Toronto Pearson International Airport
1,20,Q206277,Copenhagen Airport,Los Angeles International Airport
1,3,Q46033,Frankfurt Airport,Amsterdam Airport Schiphol
1,26,Q8709,London Stansted Airport,Antalya Airport
1,11,Q8703,Gatwick Airport,Barajas Airport
1,21,Q17581,Sydney Airport,Z?rich Airport
1,15,Q8685,John F. Kennedy International Airport,Taoyuan International Airport
1,6,Q32159,Singapore Changi Airport,London Gatwick Airport
1,14,Q19101,Leonardo da Vinci–Fiumicino Airport,London Stansted Airport
1,12,Q131402,Munich Airport,Munich Airport
1,9,Q166276,Adolfo Suarez Madrid-Barajas Airport,Incheon International Airport
1,7,Q20932,Incheon International Airport,Narita International Airport
1,17,Q500253,Kuala Lumpur International Airport,John F. Kennedy International Airport
1,28,Q28934,Brussels Airport,Vienna International Airport
1,16,Q86473,Atatürk International Airport,Manchester Airport
1,19,Q242066,Toronto Pearson International Airport,Dublin Airport
1,1,Q46280,Paris-Charles de Gaulle Airport,Paris-Charles de Gaulle Airport
1,18,Q15114,Zurich Airport,Copenhagen Airport
1,27,Q127530,Miami International Airport,Son Sant Joan Airport
1,8,Q36454,Narita International Airport,Bangkok International Airport
1,25,Q56973,Josep Tarradellas Airport Barcelona-El Prat,Brussels Airport
1,10,Q194316,Suvarnabhumi Airport,Dubai International Airport
1,24,Q60910,Milan–Malpensa Airport,Malpensa Airport
1,5,Q9694,Amsterdam Airport Schiphol,Singapore Changi Airport
1,4,Q193439,Dubai International Airport,Hong Kong International Airport
1,23,Q178021,Dublin Airport,Leonardo da Vinci Airport
