column,row,GT_kg_id,GT_kg_label,label
1,74,Q309048,King Kong,King Kong
1,17,Q41483,"The Good, the Bad and the Ugly","The Good, the Bad and the Ugly"
1,49,Q152105,Ikiru,Ikiru
1,71,Q494582,The Killing Fields,The Killing Fields
1,87,Q228186,Lawrence of Arabia,Lawrence of Arabia
1,76,Q193577,Kramer vs. Kramer,Kramer vs. Kramer
1,43,Q245208,High Noon,High Noon
1,21,Q470336,La Grande Illusion,The Grand Illusion
1,11,Q184768,The Godfather Part II,The Godfather: Part II
1,30,Q488655,Groundhog Day,Groundhog Day
1,46,Q507994,The Hunt for Red October,The Hunt for Red October
1,42,Q1473804,High Fidelity,High Fidelity
1,97,Q164963,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers
1,18,Q42047,Goodfellas,Goodfellas
1,45,Q313998,The Hudsucker Proxy,The Hudsucker Proxy
1,41,Q322206,Heavenly Creatures,Heavenly Creatures
1,95,Q127367,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring
1,77,Q339876,L.A. Confidential,L.A. Confidential
1,15,Q2875,Gone with the Wind,Gone with the Wind
1,7,Q128518,Gladiator,Gladiator
1,32,Q845057,Hannah and Her Sisters,Hannah and Her Sisters
1,96,Q131074,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
1,86,Q976149,Laura,Laura
1,8,Q844068,Glengarry Glen Ross,Glengarry Glen Ross
1,33,Q1426532,Happiness,Happiness
1,84,Q646031,The Last Temptation of Christ,The Last Temptation of Christ
1,25,Q109116,The Great Dictator,The Great Dictator
1,31,Q221103,Halloween,Halloween
1,65,Q741823,JFK,JFK
1,35,Q573823,Hard Boiled,Hard Boiled
1,20,Q217627,The Graduate,The Graduate
1,69,Q928019,Kill Bill Volume 2,Kill Bill: Vol. 2
1,67,Q167726,Jurassic Park,Jurassic Park
1,44,Q1066714,His Girl Friday,His Girl Friday
1,59,Q867283,The Iron Giant,The Iron Giant
1,29,Q288355,Grosse Pointe Blank,Grosse Pointe Blank
1,80,Q212775,The Last Emperor,The Last Emperor
1,62,Q431252,Jackie Brown,Jackie Brown
1,90,Q19355,Life is Beautiful,Life Is Beautiful
1,24,Q267721,Grease,Grease
1,27,Q690583,Greed,Greed
1,60,Q208632,It Happened One Night,It Happened One Night
1,22,Q676039,The Grapes of Wrath,The Grapes of Wrath
1,4,Q49003,Ghost,Ghost
1,9,Q862317,Glory,Glory
1,70,Q269326,The Killer,The Killer
1,48,Q1193138,The Ice Storm,The Ice Storm
1,28,Q208263,The Green Mile,The Green Mile
1,63,Q189505,Jaws,Jaws
1,56,Q318910,Interview with the Vampire,Interview with the Vampire: The Vampire Chronicles
1,13,Q214723,The Gold Rush,The Gold Rush
1,93,Q851095,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels"
1,50,Q622240,In the Heat of the Night,In the Heat of the Night
1,14,Q106440,Goldfinger,Goldfinger
1,54,Q179215,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom
1,82,Q1218959,The Last Picture Show,The Last Picture Show
1,40,Q1551916,Heathers,Heathers
1,5,Q139460,Ghost World,Ghost World
1,92,Q36479,The Lion King,The Lion King
1,36,Q913311,A Hard Day\\'s Night,A Hard Day's Night
1,12,Q202326,The Godfather Part III,The Godfather: Part III
1,19,Q636043,The Goonies,The Goonies
1,52,Q105387,Independence Day,Independence Day
1,91,Q24953,Monty Python’s Life of Brian,Life of Brian
1,6,Q108745,Ghostbusters,Ghostbusters
1,0,Q723187,The Game,The Game
1,38,Q1412513,Harvey,Harvey
1,64,Q329131,Jerry Maguire,Jerry Maguire
1,99,Q107270,Lost in Translation,Lost in Translation
1,58,Q45386,Invasion of the Body Snatchers,Invasion of the Body Snatchers
1,34,Q1313063,Happy Gilmore,Happy Gilmore
1,26,Q110354,The Great Escape,The Great Escape
1,88,Q280918,Leaving Las Vegas,Leaving Las Vegas
1,68,Q165325,Kill Bill Volume 1,Kill Bill: Vol. 1
1,83,Q570567,Last Tango in Paris,Last Tango in Paris
1,23,Q274520,Grave of the Fireflies,Grave of the Fireflies
1,3,Q850159,The General,The General
1,47,Q1130084,The Hustler,The Hustler
1,61,Q204191,It\\'s a Wonderful Life,It's a Wonderful Life
1,39,Q42198,Heat,Heat
1,73,Q353753,Kind Hearts and Coronets,Kind Hearts and Coronets
1,81,Q144483,The Last of the Mohicans,The Last of the Mohicans
1,72,Q592072,The Killing,The Killing
1,98,Q289204,Lost Highway,Lost Highway
1,37,Q368577,Harold and Maude,Harold and Maude
1,94,Q536560,Lolita,Lolita
1,1,Q202211,Gandhi,Gandhi
1,53,Q185658,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade
1,75,Q1122281,The King of Comedy,The King of Comedy
1,78,Q1212344,The Lady Eve,The Lady Eve
1,10,Q47703,The Godfather,The Godfather
1,2,Q491800,Gattaca,Gattaca
1,79,Q500044,The Lady Vanishes,The Lady Vanishes
1,85,Q225355,Last Year at Marienbad,Last Year at Marienbad
1,66,Q512350,Jules and Jim,Jules and Jim
1,89,Q462447,Lethal Weapon,Lethal Weapon
1,51,Q1056853,In the Mood for Love,In the Mood for Love
1,16,Q193835,Good Will Hunting,Good Will Hunting
1,57,Q192206,Intolerance,Intolerance
1,55,Q463832,The Insider,The Insider
