column,row,GT_kg_id,GT_kg_label,label
1,103,Q994481,The Wild Bunch,The Wild Bunch
1,56,Q2062140,Swingers,Swingers
1,77,Q221249,Tootsie,Tootsie
1,94,Q108525,The Untouchables,The Untouchables
1,60,Q162255,The Terminator,The Terminator
1,101,Q379873,Who Framed Roger Rabbit,Who Framed Roger Rabbit
1,106,Q156911,Wings of Desire,Wings of Desire
1,10,Q217189,The Seventh Seal,The Seventh Seal
1,87,Q1127709,True Romance,True Romance
1,104,Q239756,Wild Strawberries,Wild Strawberries
1,59,Q170564,Terminator 2: Judgment Day,Terminator 2: Judgment Day
1,57,Q47221,Taxi Driver,Taxi Driver
1,18,Q483815,Shrek,Shrek
1,27,Q2264347,Sling Blade,Sling Blade
1,89,Q175038,12 Monkeys,Twelve Monkeys
1,25,Q750003,Sleeper,Sleeper
1,43,Q465478,Star Trek II: The Wrath of Khan,Star Trek: The Wrath of Khan
1,76,Q1420651,Tombstone,Tombstone
1,72,Q257818,Throne of Blood,Throne of Blood
1,26,Q208592,Sleepy Hollow,Sleepy Hollow
1,90,Q1076605,Ugetsu,Ugetsu
1,47,Q18402,La Strada,La Strada
1,23,Q309153,Singin\\' in the Rain,Singin' in the Rain
1,49,Q212129,A Streetcar Named Desire,A Streetcar Named Desire
1,85,Q109135,Trainspotting,Trainspotting
1,83,Q187266,Toy Story 2,Toy Story 2
1,102,Q325643,Who\\'s Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?
1,4,Q483941,Schindler\\'s List,Schindler's List
1,108,Q193695,The Wizard of Oz,The Wizard of Oz
1,80,Q130249,Total Recall,Total Recall
1,62,Q658041,Thelma & Louise,Thelma & Louise
1,68,Q7810384,This Is Spinal Tap,This Is Spinal Tap
1,40,Q1356753,Stalag 17,Stalag 17
1,97,Q465773,The Wages of Fear,The Wages of Fear
1,30,Q125772,Solaris,Solaris
1,17,Q605226,Short Cuts,Short Cuts
1,50,Q1065711,Sullivan\\'s Travels,Sullivan's Travels
1,31,Q190086,Some Like It Hot,Some Like It Hot
1,71,Q1357016,Three Kings,Three Kings
1,11,Q465979,Shadow of a Doubt,Shadow of a Doubt
1,24,Q183063,The Sixth Sense,The Sixth Sense
1,74,Q177922,To Kill a Mockingbird,To Kill a Mockingbird
1,112,Q651923,Young Frankenstein,Young Frankenstein
1,67,Q271830,The Third Man,The Third Man
1,98,Q1320041,West Side Story,West Side Story
1,109,Q219776,X2,X2
1,52,Q193570,Sunset Boulevard,Sunset Blvd.
1,42,Q494722,Stand by Me,Stand by Me
1,69,Q932814,Three Colours: Blue,Three Colors: Blue
1,28,Q335160,Snatch,Snatch.
1,100,Q471169,When Harry Met Sally,When Harry Met Sally?
1,36,Q484442,Spider-Man,Spider-Man
1,1,Q963713,Say Anything...,Say Anything?
1,5,Q27411,Scream,Scream
1,84,Q142292,Traffic,Traffic
1,0,Q165817,Saving Private Ryan,Saving Private Ryan
1,46,Q62665,The Sting,The Sting
1,81,Q778161,Touch of Evil,Touch of Evil
1,78,Q110138,Top Gun,Top Gun
1,58,Q746733,The Ten Commandments,The Ten Commandments
1,63,Q177374,There\\'s Something About Mary,There's Something about Mary
1,34,Q108297,Spartacus,Spartacus
1,20,Q133654,The Silence of the Lambs,The Silence of the Lambs
1,55,Q1183253,Sweet Smell of Success,Sweet Smell of Success
1,22,Q192115,Sin City,Sin City
1,82,Q171048,Toy Story,Toy Story
1,14,Q172241,The Shawshank Redemption,The Shawshank Redemption
1,15,Q1569918,"Sherlock, Jr.","Sherlock, Jr."
1,70,Q952142,Three Colours: Red,Three Colors: Red
1,45,Q165713,Star Wars: Episode I – The Phantom Menace,Star Wars: Episode I - The Phantom Menace
1,6,Q276769,The Searchers,The Searchers
1,48,Q499639,Strangers on a Train,Strangers on a Train
1,54,Q135315,The Sweet Hereafter,The Sweet Hereafter
1,7,Q643263,Sense and Sensibility,Sense and Sensibility
1,3,Q321561,Scent of a Woman,Scent of a Woman
1,13,Q1045165,Shane,Shane
1,75,Q26060,Tokyo Story,Tokyo Story
1,35,Q108006,Speed,Speed
1,66,Q210756,The Thing,The Thing
1,110,Q106182,X-Men,X-Men
1,37,Q190145,Spider-Man 2,Spider-Man 2
1,29,Q134430,Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs
1,38,Q155653,Spirited Away,Spirited Away
1,92,Q650613,Unbreakable,Unbreakable
1,91,Q190575,Un Chien Andalou,Un chien andalou
1,44,Q17738,Star Wars Episode IV: A New Hope,Star Wars
1,86,Q251559,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre
1,53,Q1292513,Superman,Superman
1,107,Q488041,Witness,Witness
1,79,Q1139031,Top Hat,Top Hat
1,32,Q60072,The Sound of Music,The Sound of Music
1,73,Q44578,Titanic,Titanic
1,93,Q104137,Unforgiven,Unforgiven
1,2,Q47075,Scarface,Scarface
1,19,Q22432,Signs,Signs
1,96,Q202548,Vertigo,Vertigo
1,21,Q564958,A Simple Plan,A Simple Plan
1,41,Q200437,Stalker,Stalker
