column,row,GT_kg_id,GT_kg_label,label
1,0,Q288811,Batman: Arkham City,Batman: Arkham City
1,13,Q213911,The Legend of Zelda: Ocarina of Time,The Legend of Zelda: Ocarina of Time
1,22,Q71910,Tetris,Tetris
1,6,Q275950,Resident Evil 4,Resident Evil 4
1,16,Q761815,Chrono Trigger,Chrono Trigger
1,21,Q6917992,Motocross Maniacs,Motocross Maniacs
1,14,Q369086,GoldenEye 007,GoldenEye 007
1,10,Q276217,Halo: Combat Evolved,Halo: Combat Evolved
1,3,Q94797,Grand Theft Auto IV,Grand Theft Auto IV
1,12,Q1207356,Soulcalibur,Soulcalibur
1,7,Q193581,Half-Life 2,Half-Life 2
1,17,Q535940,Final Fantasy VI,Final Fantasy VI
1,11,Q216655,Metal Gear,Metal Gear Solid
1,4,Q170489,Super Mario Galaxy,Super Mario Galaxy
1,8,Q852563,The Legend of Zelda: The Wind Waker,The Legend of Zelda: The Wind Waker?
1,9,Q1765733,Metroid Prime,Metroid Prime
1,5,Q735613,The Legend of Zelda: Twilight Princess,The Legend of Zelda: Twilight Princess
1,2,Q17146,Uncharted 2: Among Thieves,Uncharted 2: Among Thieves
1,15,Q216995,Super Mario 64,Super Mario 64
1,20,Q37123,Sonic the Hedgehog,Sonic the Hedgehog[130]
1,19,Q370055,The Legend of Zelda: A Link to the Past,The Legend of Zelda: A Link to the Past
1,1,Q854487,Super Mario Galaxy 2,Super Mario Galaxy 2
1,23,Q721001,Phantasy Star II,Phantasy Star II
1,18,Q1060323,The Legend of Zelda: Link\\'s Awakening,The Legend of Zelda: Link's Awakening
