column,row,GT_kg_id,GT_kg_label,label
1,7,Q6735687,Mail Online,Dailymail
1,20,Q6805930,media of Sierra Leone,More Media >>
1,5,Q46807,The Times of India,Times of India
1,16,Q39681,USA Today,USA Today
1,6,Q3214299,Il Globo,Globo
1,15,Q1023924,CNN-News18,IBN live
1,1,Q1872524,Dainik Bhaskar,Dainik Bhaskar
1,18,Q483903,The Joong-ang Ilbo,Joong Ang Ilbo
1,13,Q2129720,Gujarat Samachar,Gujarat Samachar
1,10,Q164746,The Wall Street Journal,WALL STREET JOURNAL USA
1,11,Q30315633,Rich Edson,foxnews
1,0,Q1318465,Dainik Jagran,Dainik Jagran
1,9,Q3246100,Dinamalar,Dinamalar
1,8,Q2732186,Malayala Manorama,Malayala Manorama
1,12,Q9684,The New York Times,New York Times
1,17,Q208875,The Sun,The Sun
