column,row,GT_kg_id,GT_kg_label,label
1,45,Q1630654,Kidsty Pike,Kidsty Pike
1,197,Q5442444,Fellbarrow,Fellbarrow
1,153,Q5019563,Calf Crag,Calf Crag
1,183,Q6553901,Lingmoor Fell,Lingmoor Fell
1,177,Q5609151,Grike,Grike
1,56,Q7540465,Slight Side,Slight Side
1,103,Q7686371,Tarn Crag,Tarn Crag
1,25,Q7304724,Red Pike,Red Pike (Wasdale)
1,26,Q8523556,Hart Crag,Hart Crag
1,67,Q7453396,Sergeant Man,Sergeant Man
1,10,Q571662,Esk Pike,Esk Pike
1,69,Q7441966,Seat Sandal,Seat Sandal
1,22,Q7434211,Scoat Fell,Scoat Fell
1,23,Q5180593,Crag Hill,Crag Hill (Eel Crag)
1,79,Q4957164,Brandreth,Brandreth
1,12,Q1393223,Fairfield,Fairfield
1,193,Q4794845,Arnison Crag,Arnison Crag
1,188,Q5051616,Catbells,Cat Bells
1,174,Q7618864,Stone Arthur,Stone Arthur
1,102,Q7990068,Wether Hill,Wether Hill
1,97,Q6666672,Loft Crag,Loft Crag
1,139,Q7453372,Sergeant\\'s Crag,Sergeant?s Crag
1,207,Q5756296,High Rigg,High Rigg
1,88,Q7155851,Pavey Ark,Pavey Ark
1,31,Q8523085,High Raise,High Raise (Far E Fells)
1,154,Q5599559,Great Mell Fell,Great Mell Fell
1,138,Q4924383,Blake Fell,Blake Fell
1,167,Q6813053,Mellbreak,Mellbreak
1,111,Q6841306,Middle Dodd,Middle Dodd
1,127,Q5999112,Illgill Head,Illgill Head
1,6,Q1502223,Great Gable,Great Gable
1,19,Q5597404,Grasmoor,Grasmoor
1,124,Q5675307,Hartsop Dodd,Hartsop Dodd
1,156,Q4797719,Arthur\\'s Pike,Arthur?s Pike
1,160,Q4942583,Bonscale Pike,Bonscale Pike
1,180,Q5590005,Gowbarrow Fell,Gowbarrow Fell
1,159,Q5325053,Eagle Crag,Eagle Crag
1,173,Q5287724,Dodd,Dodd
1,119,Q6650264,Little Hart Crag,Little Hart Crag
1,199,Q4982997,Buckbarrow,Buckbarrow
1,210,Q6686237,Loughrigg Fell,Loughrigg Fell
1,147,Q7370012,Rosthwaite Fell,Rosthwaite Fell - Bessyboot
1,181,Q4792916,Armboth Fell,Armboth Fell
1,66,Q7352976,Robinson,Robinson
1,1,Q463145,Sca Fell,Sca Fell
1,64,Q5755259,High Crag,High Crag
1,9,Q1051296,Catstye Cam,Catstye Cam
1,13,Q4925984,Blencathra,Blencathra
1,50,Q7400126,Sail,Sail
1,95,Q5598918,Great Calva,Great Calva
1,122,Q8053335,Yewbarrow,Yewbarrow
1,73,Q5135800,Clough Head,Clough Head
1,178,Q7565073,Sour Howes,Sour Howes
1,54,Q2351670,Stony Cove Pike,Stony Cove Pike (Caudale Moor)
1,121,Q8521449,Mungrisdale Common,Mungrisdale Common
1,41,Q5598935,Great Carrs,Great Carrs
1,149,Q6803508,Meal Fell,Meal Fell
1,75,Q7798871,Thunacar Knott,Thunacar Knott
1,61,Q7304725,Red Pike,Red Pike (Buttermere)
1,38,Q7290050,Rampsgill Head,Rampsgill Head
1,112,Q5757096,High Spy,High Spy
1,109,Q7448811,Selside Pike,Selside Pike
1,131,Q4925709,Bleaberry Fell,Bleaberry Fell
1,130,Q5687267,Haystacks,Haystacks
1,58,Q6758612,Mardale Ill Bell,Mardale Ill Bell
1,132,Q7498035,Shipman Knotts,Shipman Knotts
1,190,Q5599015,Great Crag,Great Crag
1,15,Q7995391,White Side,White Side
1,184,Q4860483,Barf,Barf
1,81,Q6423088,Knott,Knott
1,78,Q6674817,Lonscale Fell,Lonscale Fell
1,152,Q6487143,Lank Rigg,Lank Rigg
1,16,Q8519475,Crinkle Crags,Crinkle Crags
1,46,Q5302606,Dow Crag,Dow Crag
1,200,Q3784701,Helm Crag,Helm Crag
1,175,Q5602450,Green Crag,Green Crag
1,148,Q7686370,Tarn Crag,Tarn Crag (Easedale)
1,52,Q5899843,Hopegill Head,Hopegill Head
1,204,Q6553690,Ling Fell,Ling Fell
1,133,Q4955293,Brae Fell,Brae Fell
1,104,Q5046490,Carrock Fell,Carrock Fell
1,195,Q6692862,Low Fell,Low Fell
1,163,Q5755591,High Hartsop Dodd,High Hartsop Dodd
1,206,Q7846638,Troutbeck Tongue,Troutbeck Tongue
1,48,Q7304998,Red Screes,Red Screes
1,35,Q5686220,Haycock,Haycock
1,4,Q1544269,Great End,Great End
1,80,Q898852,Branstree,Branstree
1,151,Q3640895,Blea Rigg,Blea Rigg
1,189,Q6956689,Nab Scar,Nab Scar
1,18,Q5599075,Great Dodd,Great Dodd
1,63,Q5040809,Carl Side,Carl Side
1,29,Q5757152,High Stile,High Stile
1,62,Q5210476,Dale Head,Dale Head
1,196,Q5559361,Gibson Knott,Gibson Knott
1,117,Q5608142,Grey Crag,Grey Crag
1,0,Q1146222,Scafell Pike,Scafell Pike
1,8,Q1710017,Nethermost Pike,Nethermost Pike
1,101,Q6663387,Loadpot Hill,Loadpot Hill
1,144,Q6423107,Knott Rigg,Knott Rigg
1,86,Q4951412,Bowscale Fell,Bowscale Fell
1,128,Q8520428,High Seat (Lake District),High Seat
1,87,Q5142312,Cold Pike,Cold Pike
1,2,Q427283,Helvellyn,Helvellyn
1,191,Q4914510,Binsey,Binsey
1,141,Q7112053,Outerside,Outerside
1,30,Q3881521,Old Man of Coniston,The Old Man of Coniston
1,7,Q1578792,Pillar,Pillar
1,168,Q4975251,Broom Fell,Broom Fell
1,71,Q6392054,Kentmere Pike,Kentmere Pike
