column,row,GT_kg_id,GT_kg_label,label
1,20,Q6805930,media of Sierra Leone,More Media >>
1,8,Q3522186,Dina Thanthi,Dina Thanthi
1,7,Q3866831,Rajasthan Patrika,Rajasthan Patrika
1,18,Q3344266,Anandabazar Patrika,Anandabazar Patrika
1,16,Q3246100,Dinamalar,Dinamalar
1,5,Q46807,The Times of India,Times of India
1,0,Q1318465,Dainik Jagran,Dainik Jagran
1,13,Q164746,The Wall Street Journal,WALL STREET JOURNAL USA
1,9,Q3764157,Eenadu,Eenadu
1,14,Q2176784,Amar Ujala,Amar Ujala
1,15,Q3630070,Punjab Kesari,Punjab Kesari
1,17,Q2191913,Dinakaran,Dinakaran
1,12,Q1023924,CNN-News18,IBN live
1,2,Q1872524,Dainik Bhaskar,Dainik Bhaskar
