"List_of_A.S._Roma_players_(25–99_appearances)"
row	col	start	end	text	url	entity	entity_desc	old_entity	old_entity_desc
0	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
1	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
2	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
3	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
4	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
5	1	1	8	Austria	http://en.wikipedia.org/wiki/Austria_national_football_team	Q40	Austria (Q40)	Q163534	Austria national association football team (Q163534)
6	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
7	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
8	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
9	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
10	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
11	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
12	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
13	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
14	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
15	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
16	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
17	1	1	8	Uruguay	http://en.wikipedia.org/wiki/Uruguay_national_football_team	Q77	Uruguay (Q77)	Q134916	Uruguay national football team (Q134916)
18	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
19	1	1	7	Sweden	http://en.wikipedia.org/wiki/Sweden_national_football_team	Q34	Sweden (Q34)	Q160826	Sweden national association football team (Q160826)
20	1	1	7	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
21	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
22	1	1	8	Austria	http://en.wikipedia.org/wiki/Austria_national_football_team	Q40	Austria (Q40)	Q163534	Austria national association football team (Q163534)
23	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
24	1	1	7	Russia	http://en.wikipedia.org/wiki/Russia_national_football_team	Q159	Russia (Q159)	Q726080	Russia national association football team (Q726080)
25	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
26	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
27	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
28	1	1	7	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
29	1	1	6	Japan	http://en.wikipedia.org/wiki/Japan_national_football_team	Q17	Japan (Q17)	Q170566	Japan national football team (Q170566)
30	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
31	1	1	10	Argentina	http://en.wikipedia.org/wiki/Argentina_national_football_team	Q414	Argentina (Q414)	Q79800	Argentina national football team (Q79800)
32	1	1	8	Uruguay	http://en.wikipedia.org/wiki/Uruguay_national_football_team	Q77	Uruguay (Q77)	Q134916	Uruguay national football team (Q134916)
33	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
34	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
35	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
36	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
37	1	1	7	Greece	http://en.wikipedia.org/wiki/Greece_national_football_team	Q41	Greece (Q41)	Q134925	Greece national association football team (Q134925)
38	1	1	7	Norway	http://en.wikipedia.org/wiki/Norway_national_football_team	Q20	Norway (Q20)	Q184387	Norway national association football team (Q184387)
39	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
40	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
41	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
42	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
43	1	1	6	Ghana	http://en.wikipedia.org/wiki/Ghana_national_football_team	Q117	Ghana (Q117)	Q172014	Ghana national football team (Q172014)
44	1	1	8	Morocco	http://en.wikipedia.org/wiki/Morocco_national_football_team	Q1028	Morocco (Q1028)	Q207337	Morocco national football team (Q207337)
45	1	1	9	Honduras	http://en.wikipedia.org/wiki/Honduras_national_football_team	Q783	Honduras (Q783)	Q180187	Honduras national football team (Q180187)
46	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
47	1	1	7	France	http://en.wikipedia.org/wiki/France_national_football_team	Q142	France (Q142)	Q47774	France national association football team (Q47774)
48	1	1	7	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
49	1	1	7	France	http://en.wikipedia.org/wiki/France_national_football_team	Q142	France (Q142)	Q47774	France national association football team (Q47774)
50	1	1	7	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
51	1	1	7	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
52	1	1	8	Romania	http://en.wikipedia.org/wiki/Romania_national_football_team	Q218	Romania (Q218)	Q168397	Romania national association football team (Q168397)
53	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
54	1	1	7	Brazil	http://en.wikipedia.org/wiki/Brazil_national_football_team	Q155	Brazil (Q155)	Q83459	Brazil national football team (Q83459)
55	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
56	1	1	6	Spain	http://en.wikipedia.org/wiki/Spain_national_football_team	Q29	Spain (Q29)	Q42267	Spain national association football team (Q42267)
57	1	1	10	Argentina	http://en.wikipedia.org/wiki/Argentina_national_football_team	Q414	Argentina (Q414)	Q79800	Argentina national football team (Q79800)
58	1	1	10	Argentina	http://en.wikipedia.org/wiki/Argentina_national_football_team	Q414	Argentina (Q414)	Q79800	Argentina national football team (Q79800)
59	1	1	6	Spain	http://en.wikipedia.org/wiki/Spain_national_football_team	Q29	Spain (Q29)	Q42267	Spain national association football team (Q42267)
60	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
61	1	1	10	Argentina	http://en.wikipedia.org/wiki/Argentina_national_football_team	Q414	Argentina (Q414)	Q79800	Argentina national football team (Q79800)
62	1	1	6	Italy	http://en.wikipedia.org/wiki/Italy_national_football_team	Q38	Italy (Q38)	Q676899	Italy national association football team (Q676899)
62	1	9	18	Argentina	http://en.wikipedia.org/wiki/Argentina_national_football_team	Q414	Argentina (Q414)	Q79800	Argentina national football team (Q79800)
63	1	1	12	Netherlands	http://en.wikipedia.org/wiki/Netherlands_national_football_team	Q55	Netherlands (Q55)	Q47050	Netherlands national association football team (Q47050)
