"Monumentour"
row,col,start,end,url,entity
0,2,0,13,,Q30
1,2,0,13,,Q30
2,2,0,13,,Q30
3,2,0,13,,Q30
4,2,0,6,,Q16
5,2,0,13,,Q30
6,2,0,13,,Q30
7,2,0,13,,Q30
8,2,0,13,,Q30
9,2,0,13,,Q30
10,2,0,13,,Q30
11,2,0,13,,Q30
12,2,0,13,,Q30
13,2,0,13,,Q30
14,2,0,13,,Q30
15,2,0,13,,Q30
16,2,0,13,,Q30
17,2,0,13,,Q30
18,2,0,13,,Q30
19,2,0,13,,Q30
20,2,0,13,,Q30
21,2,0,13,,Q30
22,2,0,13,,Q30
23,2,0,13,,Q30
24,2,0,13,,Q30
25,2,0,13,,Q30
26,2,0,13,,Q30
27,2,0,13,,Q30
28,2,0,13,,Q30
29,2,0,13,,Q30
30,2,0,13,,Q30
31,2,0,13,,Q30
32,2,0,13,,Q30
33,2,0,13,,Q30
34,2,0,13,,Q30
35,2,0,13,,Q30
36,2,0,13,,Q30
37,2,0,13,,Q30
38,2,0,13,,Q30
39,2,0,13,,Q30
40,2,0,13,,Q30
41,2,0,13,,Q30
42,2,0,13,,Q30
