0	1	http://www.wikidata.org/entity/Q103474
1	1	http://www.wikidata.org/entity/Q193695
2	1	http://www.wikidata.org/entity/Q17738
3	1	http://www.wikidata.org/entity/Q228186
4	1	http://www.wikidata.org/entity/Q11621
5	1	http://www.wikidata.org/entity/Q276769
6	1	http://www.wikidata.org/entity/Q174284
7	1	http://www.wikidata.org/entity/Q223139
8	1	http://www.wikidata.org/entity/Q189540
9	1	http://www.wikidata.org/entity/Q83495
10	1	http://www.wikidata.org/entity/Q181795
11	1	http://www.wikidata.org/entity/Q309048
12	1	http://www.wikidata.org/entity/Q188718
13	1	http://www.wikidata.org/entity/Q127367
14	1	http://www.wikidata.org/entity/Q44578
15	1	http://www.wikidata.org/entity/Q171048
16	1	http://www.wikidata.org/entity/Q91540
17	1	http://www.wikidata.org/entity/Q251559
18	1	http://www.wikidata.org/entity/Q131074
19	1	http://www.wikidata.org/entity/Q214723
20	1	http://www.wikidata.org/entity/Q128518
21	1	http://www.wikidata.org/entity/Q232000
22	1	http://www.wikidata.org/entity/Q384397
23	1	http://www.wikidata.org/entity/Q164963
24	1	http://www.wikidata.org/entity/Q1065711
25	1	http://www.wikidata.org/entity/Q506418
26	1	http://www.wikidata.org/entity/Q25043
27	1	http://www.wikidata.org/entity/Q180098
28	1	http://www.wikidata.org/entity/Q167726
29	1	http://www.wikidata.org/entity/Q201234
30	1	http://www.wikidata.org/entity/Q16956023
31	1	http://www.wikidata.org/entity/Q110354
32	1	http://www.wikidata.org/entity/Q155653
33	1	http://www.wikidata.org/entity/Q181803
34	1	http://www.wikidata.org/entity/Q106440
35	1	http://www.wikidata.org/entity/Q325662
36	1	http://www.wikidata.org/entity/Q108297
37	1	http://www.wikidata.org/entity/Q20456
38	1	http://www.wikidata.org/entity/Q4341553
39	1	http://www.wikidata.org/entity/Q1133647
40	1	http://www.wikidata.org/entity/Q59534
41	1	http://www.wikidata.org/entity/Q187266
42	1	http://www.wikidata.org/entity/Q36479
43	1	http://www.wikidata.org/entity/Q1292513
44	1	http://www.wikidata.org/entity/Q483815
45	1	http://www.wikidata.org/entity/Q1125262
46	1	http://www.wikidata.org/entity/Q108745
47	1	http://www.wikidata.org/entity/Q494722
48	1	http://www.wikidata.org/entity/Q19069
49	1	http://www.wikidata.org/entity/Q814778
50	1	http://www.wikidata.org/entity/Q1197185
51	1	http://www.wikidata.org/entity/Q720724
52	1	http://www.wikidata.org/entity/Q132863
53	1	http://www.wikidata.org/entity/Q125772
54	1	http://www.wikidata.org/entity/Q46717
55	1	http://www.wikidata.org/entity/Q786996
56	1	http://www.wikidata.org/entity/Q213326
57	1	http://www.wikidata.org/entity/Q501703
58	1	http://www.wikidata.org/entity/Q746733
59	1	http://www.wikidata.org/entity/Q105387
60	1	http://www.wikidata.org/entity/Q313315
61	1	http://www.wikidata.org/entity/Q478626
62	1	http://www.wikidata.org/entity/Q329709
63	1	http://www.wikidata.org/entity/Q199839
64	1	http://www.wikidata.org/entity/Q185658
65	1	http://www.wikidata.org/entity/Q867283
66	1	http://www.wikidata.org/entity/Q144483
67	1	http://www.wikidata.org/entity/Q106428
68	1	http://www.wikidata.org/entity/Q228591
69	1	http://www.wikidata.org/entity/Q156309
70	1	http://www.wikidata.org/entity/Q208266
71	1	http://www.wikidata.org/entity/Q484442
72	1	http://www.wikidata.org/entity/Q465478
73	1	http://www.wikidata.org/entity/Q200437
74	1	http://www.wikidata.org/entity/Q244971
75	1	http://www.wikidata.org/entity/Q102754
76	1	http://www.wikidata.org/entity/Q670439
77	1	http://www.wikidata.org/entity/Q186572
78	1	http://www.wikidata.org/entity/Q698111
79	1	http://www.wikidata.org/entity/Q39571
80	1	http://www.wikidata.org/entity/Q51416
81	1	http://www.wikidata.org/entity/Q662679
82	1	http://www.wikidata.org/entity/Q221113
83	1	http://www.wikidata.org/entity/Q1077160
84	1	http://www.wikidata.org/entity/Q248775
85	1	http://www.wikidata.org/entity/Q187726
86	1	http://www.wikidata.org/entity/Q221090
87	1	http://www.wikidata.org/entity/Q760012
88	1	http://www.wikidata.org/entity/Q477630
89	1	http://www.wikidata.org/entity/Q104905
90	1	http://www.wikidata.org/entity/Q336517
91	1	http://www.wikidata.org/entity/Q1357016
92	1	http://www.wikidata.org/entity/Q1042931
93	1	http://www.wikidata.org/entity/Q179215
94	1	http://www.wikidata.org/entity/Q102438
95	1	http://www.wikidata.org/entity/Q463716
96	1	http://www.wikidata.org/entity/Q626483
97	1	http://www.wikidata.org/entity/Q463716
98	1	http://www.wikidata.org/entity/Q785555
99	1	http://www.wikidata.org/entity/Q106571
